time_s,x_m,y_m,yaw_rad,front_distance_m,left_distance_m,right_distance_m
0.0,-0.550000011920929,0.0,0.0,0.23552446067333221,inf,inf
0.133245409,-0.550000011920929,0.0,0.0,0.23566071689128876,inf,inf
0.269896803,-0.550000011920929,0.0,0.0,0.23625506460666656,inf,inf
0.381387808,-0.550000011920929,0.0,0.0,0.23696471750736237,inf,inf
0.525952767,-0.550000011920929,0.0,0.0,0.23571084439754486,inf,inf
0.659195476,-0.550000011920929,0.0,0.0,0.23727595806121826,inf,inf
0.790226009,-0.550000011920929,0.0,0.0,0.23749440908432007,inf,inf
0.922759315,-0.550000011920929,0.0,0.0,0.23580166697502136,inf,inf
1.03453523,-0.550000011920929,0.0,0.0,0.23582330346107483,inf,inf
1.140985072,-0.550000011920929,0.0,0.0,0.2396649271249771,inf,inf
1.25405338,-0.550000011920929,0.0,0.0,0.23713742196559906,inf,inf
1.373588654,-0.550000011920929,0.0,0.0,0.23855212330818176,inf,inf
1.485893566,-0.550000011920929,0.0,0.0,0.23920786380767822,inf,inf
1.619072869,-0.550000011920929,0.0,0.0,0.23918525874614716,inf,inf
1.734713322,-0.550000011920929,0.0,0.0,0.23401616513729095,inf,inf
1.851206219,-0.550000011920929,0.0,0.0,0.2317913919687271,inf,inf
1.971968191,-0.550000011920929,0.0,0.0,0.23630641400814056,inf,inf
2.083996615,-0.550000011920929,0.0,0.0,0.2365821897983551,inf,inf
2.208886662,-0.550000011920929,0.0,0.0,0.23625801503658295,inf,inf
2.324008167,-0.550000011920929,0.0,0.0,0.2364170104265213,inf,inf
2.44621473,-0.550000011920929,0.0,0.0,0.23487938940525055,inf,inf
2.549421008,-0.550000011920929,0.0,0.0,0.2362692803144455,inf,inf
2.660661637,-0.550000011920929,0.0,0.0,0.2367142289876938,inf,inf
2.773223686,-0.550000011920929,0.0,0.0,0.23297671973705292,inf,inf
2.902900102,-0.550000011920929,0.0,0.0,0.23647063970565796,inf,inf
3.017913117,-0.550000011920929,0.0,0.0,0.23929211497306824,inf,inf
3.121868608,-0.550000011920929,0.0,0.0,0.23530232906341553,inf,inf
3.234345841,-0.550000011920929,0.0,0.0,0.2349502295255661,inf,inf
3.333443765,-0.550000011920929,0.0,0.0,0.23420676589012146,inf,inf
3.435705568,-0.550000011920929,0.0,0.0,0.23550419509410858,inf,inf
3.547232107,-0.550000011920929,0.0,0.0,0.23510168492794037,inf,inf
3.673636645,-0.550000011920929,0.0,0.0,0.23529672622680664,inf,inf
3.804781355,-0.550000011920929,0.0,0.0,0.2346372753381729,inf,inf
3.938924635,-0.550000011920929,0.0,0.0,0.23632030189037323,inf,inf
4.052479671,-0.550000011920929,0.0,0.0,0.23694029450416565,inf,inf
4.159969654,-0.550000011920929,0.0,0.0,0.23736847937107086,inf,inf
4.270269616,-0.550000011920929,0.0,0.0,0.23868165910243988,inf,inf
4.383815952,-0.550000011920929,0.0,0.0,0.23445335030555725,inf,inf
4.50115326,-0.550000011920929,0.0,0.0,0.23336216807365417,inf,inf
4.610212831,-0.550000011920929,0.0,0.0,0.2375045269727707,inf,inf
4.72915289,-0.550000011920929,0.0,0.0,0.23531347513198853,inf,inf
4.859829795,-0.550000011920929,0.0,0.0,0.23423781991004944,inf,inf
