unix_time_s,cpu_percent,mem_used_mb,mem_available_mb,net_rx_bytes_delta,net_tx_bytes_delta,wifi_link_quality,wifi_signal_dbm
1784377613.948,7.47,165.55,198.98,3206,19208,70.0,-26.0
1784377614.954,7.44,165.55,198.98,2949,16901,70.0,-27.0
1784377615.961,7.73,165.55,198.98,3208,19108,70.0,-26.0
1784377616.968,8.42,165.55,198.98,3168,18972,70.0,-24.0
1784377617.975,7.95,165.55,198.98,3106,18093,70.0,-31.0
1784377618.983,8.16,165.55,198.98,3250,19715,70.0,-25.0
1784377619.989,8.67,165.55,198.98,3165,18508,70.0,-27.0
1784377620.996,7.24,165.67,198.86,2950,17193,70.0,-27.0
1784377622.003,6.99,165.55,198.98,3167,18680,70.0,-25.0
1784377623.010,8.86,165.61,198.92,2900,17425,70.0,-33.0
1784377624.016,7.71,165.67,198.86,3166,18546,70.0,-38.0
