wsl_unix_time_s,connected,rx_count,crc_errors,last_rtt_ms,estimated_one_way_ms,wall_clock_delta_ms,last_state_age_s,scan_count_this_window,odom_count_this_window,nonzero_cmd_vel_count_this_window
1784377317.122,True,21052,0,109.73773900013839,54.868869500069195,107.6502799987793,0.01632547378540039,10,9,0
1784377318.122,True,21061,0,5.44850200003566,2.72425100001783,126.45840644836426,0.05737948417663574,9,10,0
1784377319.123,True,21071,0,5.271849000109796,2.635924500054898,146.78335189819336,0.0036437511444091797,10,9,0
1784377320.123,True,21080,0,108.32665599991742,54.16332799995871,165.9398078918457,0.04393768310546875,9,10,0
1784377321.123,True,21089,0,5.153842000254372,2.576921000127186,183.78186225891113,0.08366680145263672,9,9,0
1784377322.122,True,21099,0,111.14321200011545,55.57160600005773,204.8666477203369,0.020543813705444336,10,10,0
1784377323.122,True,21108,0,109.4198249998044,54.7099124999022,223.37937355041504,0.07128500938415527,9,9,0
1784377324.123,True,21118,0,113.00345800009381,56.50172900004691,244.00091171264648,0.008762598037719727,10,9,0
1784377325.122,True,21127,0,5.080615999759175,2.5403079998795874,262.67218589782715,0.05336475372314453,9,10,0
1784377326.123,True,21136,0,111.89308799976061,55.946543999880305,281.51774406433105,0.08925104141235352,9,9,0
1784377327.122,True,21146,0,6.3523510002596595,3.1761755001298297,303.4963607788086,0.020102500915527344,10,9,0
1784377328.122,True,21155,0,5.162420000033308,2.581210000016654,321.9411373138428,0.05888962745666504,9,10,0
1784377329.122,True,21164,0,5.377740999847447,2.6888704999237234,340.06261825561523,0.10406255722045898,9,9,0
1784377330.122,True,21174,0,5.630906000078539,2.8154530000392697,361.76562309265137,0.038283348083496094,10,10,0
1784377331.122,True,21183,0,108.95385799994983,54.476928999974916,380.02657890319824,0.0861513614654541,9,9,0
1784377332.123,True,21193,0,108.1536810002035,54.07684050010175,401.0486602783203,0.018360137939453125,10,10,0
1784377333.121,True,21202,0,6.033147999914945,3.0165739999574726,420.5021858215332,0.05188417434692383,9,9,0
1784377334.122,True,21211,0,109.13093399994978,54.56546699997489,438.4276866912842,0.10425066947937012,9,9,0
1784377335.122,True,21221,0,5.654629000218847,2.8273145001094235,463.8838768005371,0.0216219425201416,10,10,0
1784377336.123,True,21230,0,130.75240900025165,65.37620450012582,479.20966148376465,0.049274444580078125,9,9,0
1784377337.123,True,21239,0,5.65003900010197,2.825019500050985,496.9065189361572,0.10459208488464355,9,9,0
1784377338.122,True,21249,0,5.210626999996748,2.605313499998374,517.8024768829346,0.04119586944580078,10,10,0
1784377339.122,True,21258,0,7.380455000202346,3.690227500101173,536.9174480438232,0.08533143997192383,9,9,0
1784377340.122,True,21268,0,5.706980000013573,2.8534900000067864,557.6145648956299,0.014467000961303711,10,9,0
1784377341.121,True,21277,0,5.390089000229636,2.695044500114818,576.331615447998,0.0590212345123291,9,10,0
1784377342.121,True,21286,0,5.83528600009231,2.917643000046155,596.2443351745605,0.10351777076721191,9,9,0
1784377343.122,True,21296,0,112.16349699998318,56.08174849999159,620.1291084289551,0.03032398223876953,10,10,0
1784377344.121,True,21305,0,111.32746600014798,55.66373300007399,635.746955871582,0.06893157958984375,9,9,0
1784377345.123,True,21321,0,6.4042000003610156,3.2021000001805078,34.6522331237793,0.002179861068725586,11,10,0
1784377346.122,True,21330,0,5.398861000230681,2.6994305001153407,53.346872329711914,0.04399847984313965,9,10,0
1784377347.122,True,21339,0,107.98721800028943,53.993609000144716,72.27730751037598,0.08709955215454102,9,9,0
1784377348.122,True,21349,0,7.641728999715269,3.8208644998576347,94.9101448059082,0.025246620178222656,10,10,0
1784377349.122,True,21358,0,6.410297999991599,3.2051489999957994,111.80663108825684,0.06744980812072754,9,9,0
1784377350.121,True,21367,0,6.534113999805413,3.2670569999027066,130.5088996887207,0.10523200035095215,9,9,0
1784377351.122,True,21377,0,123.52541000018391,61.762705000091955,164.42561149597168,0.024246931076049805,10,10,0
1784377352.122,True,21386,0,5.400184999871271,2.7000924999356357,171.15116119384766,0.07790207862854004,9,9,0
1784377353.122,True,21396,0,109.9927180002851,54.99635900014255,191.55192375183105,0.01691436767578125,10,9,0
1784377354.122,True,21405,0,5.719720999877609,2.8598604999388044,209.08403396606445,0.053456783294677734,9,10,0
1784377355.122,True,21414,0,6.515552000109892,3.257776000054946,228.7750244140625,0.09932327270507812,9,9,0
1784377356.122,True,21424,0,6.901670999923226,3.450835499961613,249.06086921691895,0.03725767135620117,10,10,0
1784377357.122,True,21433,0,7.809566000105406,3.904783000052703,267.49277114868164,0.07814359664916992,9,9,0
1784377358.122,True,21443,0,5.671357000210264,2.835678500105132,288.70391845703125,0.009996891021728516,10,9,0
1784377359.121,True,21452,0,107.95774299958794,53.97887149979397,307.51538276672363,0.05116534233093262,9,10,0
1784377360.122,True,21461,0,5.804771999919467,2.9023859999597335,326.14731788635254,0.09301114082336426,9,9,0
1784377361.122,True,21471,0,110.13522099983675,55.06761049991837,347.12791442871094,0.026395797729492188,10,10,0
1784377362.123,True,21480,0,8.482861999709712,4.241430999854856,365.8900260925293,0.07256436347961426,9,9,0
1784377363.122,True,21490,0,5.492552000305295,2.7462760001526476,386.19327545166016,0.010078191757202148,10,9,0
1784377364.121,True,21499,0,5.442713999855187,2.7213569999275933,405.0431251525879,0.04185771942138672,9,10,0
1784377365.122,True,21508,0,5.776699999842094,2.888349999921047,424.2591857910156,0.0867152214050293,9,9,0
1784377366.122,True,21518,0,5.805058000078134,2.902529000039067,445.0807571411133,0.02872633934020996,10,10,0
1784377367.123,True,21527,0,10.803003000091849,5.401501500045924,463.93680572509766,0.07117891311645508,9,9,0
1784377368.124,True,21537,0,9.141747999819927,4.5708739999099635,488.5215759277344,0.0060236454010009766,10,10,0
1784377369.122,True,21546,0,6.621862999963923,3.3109314999819617,503.9710998535156,0.04842686653137207,9,9,0
1784377370.122,True,21555,0,7.169969999722525,3.5849849998612626,524.3337154388428,0.09158849716186523,9,9,0
1784377371.122,True,21565,0,5.40415400018901,2.702077000094505,543.6837673187256,0.026892900466918945,10,10,0
1784377372.122,True,21574,0,114.78337700009433,57.39168850004717,562.3829364776611,0.07322192192077637,9,9,0
1784377373.122,True,21584,0,108.86404699976993,54.43202349988496,584.3002796173096,0.012448787689208984,10,9,0
1784377374.122,True,21593,0,118.8174529997923,59.40872649989615,601.9101142883301,0.04680633544921875,9,10,0
1784377375.122,True,21602,0,6.067638000331499,3.0338190001657495,620.9611892700195,0.08388972282409668,9,9,0
1784377376.123,True,21618,0,109.63128599996708,54.81564299998354,21.601438522338867,0.00721430778503418,11,10,0
1784377377.122,True,21627,0,18.728210000062973,9.364105000031486,51.99265480041504,0.034224510192871094,9,10,0
1784377378.122,True,21636,0,13.376914000218676,6.688457000109338,60.21595001220703,0.08635115623474121,9,9,0
1784377379.122,True,21646,0,107.92728399974294,53.96364199987147,79.27703857421875,0.027149200439453125,10,10,0
1784377380.122,True,21655,0,7.369098999788548,3.684549499894274,99.87759590148926,0.07114553451538086,9,9,0
1784377381.123,True,21665,0,108.31190999988394,54.15595499994197,118.74532699584961,0.0043866634368896484,10,10,0
1784377382.122,True,21674,0,6.127487999947334,3.063743999973667,137.4826431274414,0.04639911651611328,9,9,0
1784377383.122,True,21683,0,5.752679000124772,2.876339500062386,155.91740608215332,0.09335136413574219,9,9,0
1784377384.122,True,21693,0,107.94872900032715,53.974364500163574,176.97525024414062,0.03106975555419922,10,10,0
1784377385.121,True,21702,0,5.3365649996521825,2.6682824998260912,195.4190731048584,0.07016372680664062,9,9,0
1784377386.123,True,21712,0,108.70660800037513,54.35330400018756,216.91441535949707,0.004876852035522461,10,9,0
1784377387.122,True,21721,0,8.006937000118342,4.003468500059171,235.01968383789062,0.04120659828186035,9,10,0
1784377388.122,True,21730,0,8.527998000317893,4.263999000158947,253.78704071044922,0.08241105079650879,9,9,0
1784377389.123,True,21740,0,6.318639000255644,3.159319500127822,274.4286060333252,0.014526844024658203,10,9,0
1784377390.122,True,21749,0,108.17287199961356,54.08643599980678,293.9314842224121,0.060875654220581055,9,10,0
1784377391.122,True,21758,0,113.53180099968085,56.76590049984043,312.15858459472656,0.09831976890563965,9,9,0
1784377392.123,True,21768,0,128.0021040001884,64.0010520000942,351.35865211486816,0.019246578216552734,10,10,0
1784377393.122,True,21777,0,109.93653700006689,54.968268500033446,353.0583381652832,0.07919526100158691,9,9,0
1784377394.123,True,21787,0,5.638507999719877,2.8192539998599386,372.5600242614746,0.02407360076904297,10,10,0
1784377395.122,True,21796,0,6.035488999714289,3.0177444998571445,391.7818069458008,0.0670936107635498,9,9,0
1784377396.122,True,21806,0,110.0433809997412,55.0216904998706,412.81628608703613,0.004667758941650391,10,9,0
1784377397.122,True,21815,0,5.70208699991781,2.851043499958905,431.0309886932373,0.04280352592468262,9,10,0
1784377398.123,True,21824,0,9.510618000149407,4.755309000074703,450.1471519470215,0.0863800048828125,9,9,0
1784377399.122,True,21834,0,7.639911000296706,3.819955500148353,470.8225727081299,0.02567315101623535,10,10,0
1784377400.122,True,21843,0,5.609979999917414,2.804989999958707,489.8877143859863,0.06763315200805664,9,9,0
