time_s,center_separation_m
0.0006867,0.4949747384012136
0.117212,0.4949747384012136
0.1174688,0.4949747384012136
0.2476381,0.4949747384012136
0.2486188,0.4949747384012136
0.3629129,0.4949747384012136
0.363601,0.4949747384012136
0.4974685,0.4949747384012136
0.4980796,0.4949747384012136
0.612365,0.4949747384012136
0.6123747,0.4949747384012136
0.7452175,0.4949747384012136
0.7459909,0.4949747384012136
0.8612832,0.4949747384012136
0.8612964,0.4949747384012136
0.9799562,0.4949747384012136
0.9802453,0.4949747384012136
1.0823617,0.4949747384012136
1.0830147,0.4949747384012136
1.1940387,0.4949747384012136
1.194058,0.4949747384012136
1.3065797,0.4949747384012136
1.3066385,0.4949747384012136
1.4177308,0.4949747384012136
1.4178598,0.4949747384012136
1.5296861,0.4949747384012136
1.5304881,0.4949747384012136
1.6330532,0.4949747384012136
1.6335441,0.4949747384012136
1.7482412,0.4949747384012136
1.7484819,0.4949747384012136
1.8660123,0.4949747384012136
1.8660274,0.4949747384012136
1.968829,0.4949747384012136
1.9706407,0.4949747384012136
2.0796814,0.4949747384012136
2.0797063,0.4949747384012136
2.1974537,0.4949747384012136
2.1977361,0.4949747384012136
2.3116189,0.4949747384012136
2.3117146,0.4949747384012136
2.4242576,0.4949747384012136
2.4244606,0.4949747384012136
2.5388266,0.4949747384012136
2.5394347,0.4949747384012136
2.6395169,0.4949747384012136
2.6735046,0.4949747384012136
2.7515871,0.4949747384012136
2.7961765,0.4949747384012136
2.8675028,0.4949747384012136
2.9246918,0.4949747384012136
2.9870264,0.4949747384012136
3.0434473,0.4949747384012136
3.108154,0.4949747384012136
3.2017992,0.4949747384012136
3.2198481,0.4949747384012136
3.3111013,0.4949747384012136
3.3477809,0.4949747384012136
3.425192,0.4949747384012136
3.4667402,0.4949747384012136
3.5405563,0.4949747384012136
3.5772475,0.4949747384012136
3.6752114,0.4949747384012136
3.7199399,0.4949747384012136
3.7902162,0.4949747384012136
3.8269904,0.4949747384012136
3.9229159,0.4949747384012136
3.9429679,0.4949747384012136
4.0567915,0.4949747384012136
4.0580331,0.4949747384012136
4.1681404,0.4949747384012136
4.1688379,0.4949747384012136
4.281227,0.4949747384012136
4.2812402,0.4949747384012136
4.3822161,0.4949747384012136
4.4034276,0.4949747384012136
4.4849103,0.4949747384012136
4.5064764,0.4949747384012136
4.5980514,0.4949747384012136
4.6145518,0.4949747384012136
4.699926,0.4949747384012136
4.7286494,0.4949747384012136
4.7999142,0.4949747384012136
4.8395398,0.4949747384012136
4.907433075,0.4949747384012136
4.944980841,0.4949747384012136
5.011574933,0.4949747384012136
5.060735399,0.4949747384012136
5.114410541,0.4949747384012136
5.162859491,0.4949747384012136
5.218793391,0.4949747384012136
5.284416091,0.4949747384012136
5.333725791,0.4949747384012136
5.385512783,0.4949747384012136
5.434149925,0.4949747384012136
5.489134341,0.4949747384012136
5.556731175,0.4949747384012136
5.603672025,0.4949747384012136
5.673667591,0.4949747384012136
5.70565275,0.4949747384012136
5.780446975,0.4949747384012136
5.812004325,0.4949747384012136
5.883550341,0.4949747384012136
5.917666108,0.4949747384012136
5.988381991,0.4949747384012136
6.030560025,0.4949747384012136
6.10395285,0.4949747384012136
6.136948541,0.4949747384012136
6.210266383,0.4949747384012136
6.252978833,0.4949747384012136
