unix_time_s,cpu_percent,mem_used_mb,mem_available_mb,net_rx_bytes_delta,net_tx_bytes_delta,wifi_link_quality,wifi_signal_dbm
1784386432.479,15.57,215.06,149.47,2912,35921,70.0,-29.0
1784386433.485,15.76,215.06,149.47,3156,40471,70.0,-28.0
1784386434.490,15.31,215.12,149.41,3003,36884,70.0,-29.0
1784386435.496,13.47,215.02,149.51,2950,36084,70.0,-29.0
1784386436.503,13.32,215.02,149.51,3168,40047,70.0,-28.0
1784386437.509,14.68,215.02,149.51,2948,37030,70.0,-29.0
1784386438.515,14.50,215.02,149.51,3205,36374,70.0,-28.0
1784386439.522,14.39,215.08,149.45,2963,39842,70.0,-28.0
1784386440.528,14.95,215.08,149.45,2949,36844,70.0,-28.0
1784386441.534,14.60,215.08,149.45,3209,39837,70.0,-28.0
1784386442.542,13.93,215.14,149.39,2951,36000,70.0,-29.0
1784386443.552,14.11,215.14,149.39,3005,36937,70.0,-28.0
1784386444.557,16.22,215.08,149.45,3167,41625,70.0,-29.0
1784386445.564,16.38,215.02,149.51,2993,37626,70.0,-28.0
1784386446.570,13.75,215.02,149.51,3152,36457,70.0,-28.0
1784386447.577,14.36,215.01,149.52,3015,39951,70.0,-28.0
1784386448.584,13.47,215.13,149.40,2952,37574,70.0,-28.0
1784386449.591,15.14,215.07,149.46,2985,37209,70.0,-29.0
1784386450.597,14.39,215.06,149.47,3208,40441,70.0,-28.0
1784386451.605,14.74,215.06,149.47,2909,36643,70.0,-28.0
1784386452.610,14.89,215.06,149.47,3205,40674,70.0,-28.0
1784386453.616,14.18,215.12,149.41,2951,36225,70.0,-28.0
1784386454.622,13.72,215.12,149.41,2911,36267,70.0,-28.0
1784386455.630,12.85,215.30,149.23,3210,40697,70.0,-28.0
1784386456.636,13.25,215.28,149.25,3004,37704,70.0,-28.0
1784386457.642,12.34,215.20,149.33,3206,40494,70.0,-28.0
1784386458.649,13.68,215.14,149.39,2913,37552,70.0,-28.0
1784386459.655,13.53,215.14,149.39,3004,37183,70.0,-28.0
1784386460.661,13.65,215.14,149.39,3205,40134,70.0,-29.0
1784386461.668,14.91,215.08,149.45,2911,37019,70.0,-28.0
1784386462.673,16.09,215.02,149.51,3207,39860,70.0,-29.0
1784386463.680,13.72,215.02,149.51,2953,36778,70.0,-28.0
1784386464.687,13.93,215.09,149.45,3209,41834,70.0,-28.0
1784386465.694,14.46,215.09,149.45,2910,36004,70.0,-29.0
1784386466.701,14.60,215.14,149.39,3156,41362,70.0,-28.0
1784386467.706,12.59,215.09,149.45,3002,37211,70.0,-28.0
1784386468.712,12.78,215.09,149.45,2947,35725,70.0,-28.0
1784386469.719,14.81,215.03,149.50,3168,40025,70.0,-29.0
1784386470.726,13.47,215.14,149.39,2952,37140,70.0,-28.0
1784386471.732,15.71,215.09,149.45,3206,40463,70.0,-28.0
1784386472.739,14.67,215.03,149.50,2953,36824,70.0,-28.0
1784386473.745,14.36,215.14,149.39,3118,41302,70.0,-29.0
1784386474.751,13.86,215.14,149.39,3002,37623,70.0,-28.0
1784386475.756,13.65,215.14,149.39,2960,37415,70.0,-28.0
1784386476.769,14.14,215.19,149.34,3116,40322,70.0,-29.0
1784386477.776,14.46,215.19,149.34,3002,36213,70.0,-28.0
1784386478.781,14.95,215.13,149.40,2953,36844,70.0,-29.0
1784386479.788,14.36,215.19,149.34,3208,40568,70.0,-28.0
1784386480.794,14.57,215.21,149.32,2911,36785,70.0,-29.0
1784386481.801,13.57,215.50,149.03,2951,37549,70.0,-28.0
1784386482.806,14.11,215.50,149.03,3249,41495,70.0,-28.0
1784386483.812,13.61,215.56,148.97,2989,38144,70.0,-28.0
1784386484.819,14.36,215.50,149.03,3170,41422,70.0,-28.0
1784386485.825,14.46,215.55,148.98,2952,37036,70.0,-29.0
1784386486.830,14.60,215.55,148.98,3156,40217,70.0,-29.0
1784386487.836,13.43,215.55,148.98,2964,38105,70.0,-28.0
1784386488.842,13.18,215.55,148.98,2964,37240,70.0,-29.0
1784386489.848,13.78,215.55,148.98,3208,40750,70.0,-28.0
1784386490.854,13.43,215.61,148.92,2949,36666,70.0,-28.0
1784386491.861,13.28,215.67,148.86,3167,39827,70.0,-28.0
1784386492.868,14.91,215.67,148.86,2950,36749,70.0,-28.0
1784386493.874,14.53,215.73,148.80,3207,40381,70.0,-28.0
1784386494.881,13.07,215.73,148.80,2910,37253,70.0,-28.0
1784386495.887,14.39,215.73,148.80,2951,37422,70.0,-28.0
1784386496.893,13.47,215.73,148.80,3209,42428,70.0,-28.0
1784386497.898,12.97,215.73,148.80,2948,36545,70.0,-29.0
1784386498.905,14.78,215.73,148.80,3168,39963,70.0,-29.0
1784386499.911,14.32,215.70,148.84,2952,37210,70.0,-28.0
1784386500.917,13.53,215.75,148.78,2951,36614,70.0,-28.0
1784386501.923,13.72,215.75,148.78,3209,40039,70.0,-29.0
1784386502.929,14.50,215.70,148.84,2912,36676,70.0,-28.0
1784386503.934,14.11,215.70,148.84,3206,39848,70.0,-28.0
1784386504.940,13.25,215.70,148.84,3003,36114,70.0,-29.0
1784386505.947,14.81,215.75,148.78,3165,40463,70.0,-30.0
1784386506.954,13.47,215.75,148.78,2951,37173,70.0,-29.0
1784386507.960,13.90,215.70,148.84,3156,36101,70.0,-29.0
1784386508.967,14.95,215.70,148.84,3001,40204,70.0,-28.0
1784386509.974,13.72,215.70,148.84,2911,36949,70.0,-29.0
1784386510.981,14.32,215.70,148.84,3210,39748,70.0,-29.0
1784386511.987,14.07,215.69,148.84,2952,37012,70.0,-28.0
1784386512.994,14.74,215.69,148.84,3207,40562,70.0,-29.0
1784386514.001,13.68,215.75,148.79,2910,36361,70.0,-29.0
1784386515.006,14.07,215.75,148.79,2950,36929,70.0,-28.0
1784386516.013,14.14,215.73,148.80,3208,39826,70.0,-28.0
1784386517.019,14.81,215.73,148.80,2910,36421,70.0,-28.0
1784386518.025,12.97,215.79,148.74,2987,37012,70.0,-28.0
1784386519.030,13.86,215.73,148.80,3209,40316,70.0,-28.0
1784386520.036,12.06,215.73,148.80,2950,36087,70.0,-28.0
1784386521.042,13.10,215.79,148.74,3167,41597,70.0,-28.0
1784386522.048,14.71,215.73,148.80,2950,36912,70.0,-28.0
1784386523.053,13.53,215.83,148.70,3203,39838,70.0,-28.0
1784386524.060,16.67,215.77,148.76,2911,36863,70.0,-29.0
1784386525.065,14.85,215.77,148.76,2952,36460,70.0,-28.0
1784386526.072,16.02,215.77,148.76,3209,40141,70.0,-28.0
1784386527.078,14.04,215.77,148.76,2949,36571,70.0,-28.0
1784386528.084,15.02,215.77,148.76,3169,41205,70.0,-29.0
1784386529.090,16.01,215.77,148.76,2958,38294,70.0,-29.0
1784386530.096,13.65,215.82,148.71,3209,38251,70.0,-35.0
1784386531.104,15.31,215.76,148.77,2963,40766,70.0,-36.0
1784386532.109,16.26,215.81,148.72,2992,37407,70.0,-37.0
1784386533.116,15.06,215.79,148.74,2911,38077,70.0,-38.0
1784386534.122,14.39,215.79,148.74,3206,40017,70.0,-35.0
1784386535.128,13.61,215.79,148.74,2912,36567,70.0,-36.0
1784386536.133,13.72,215.79,148.75,3249,40765,70.0,-36.0
1784386537.139,13.61,215.79,148.75,2912,36777,70.0,-36.0
1784386538.145,14.68,215.84,148.69,2910,36043,70.0,-35.0
1784386539.155,12.47,215.84,148.69,3250,41179,70.0,-37.0
1784386540.161,13.00,215.84,148.69,2952,36511,70.0,-37.0
1784386541.166,13.53,215.84,148.69,3209,40314,70.0,-36.0
1784386542.172,11.90,215.84,148.69,2948,36956,70.0,-37.0
1784386543.178,14.00,215.90,148.63,3170,40507,70.0,-36.0
1784386544.184,14.14,215.96,148.57,2951,36746,70.0,-36.0
1784386545.191,13.61,216.02,148.52,2951,37369,70.0,-36.0
1784386546.198,14.43,215.96,148.57,3220,42397,70.0,-35.0
1784386547.205,15.23,215.96,148.57,2950,36470,70.0,-36.0
1784386548.211,15.02,216.02,148.52,2951,37524,70.0,-37.0
1784386549.217,15.00,216.07,148.46,3208,40029,70.0,-36.0
1784386550.223,14.07,216.00,148.53,2913,36292,70.0,-36.0
1784386551.229,13.65,216.06,148.47,3166,40788,70.0,-36.0
1784386552.235,12.81,216.00,148.53,2985,36193,70.0,-38.0
1784386553.241,13.90,216.00,148.53,3168,40243,70.0,-36.0
1784386554.246,13.32,216.06,148.47,3003,37234,70.0,-35.0
1784386555.252,14.25,216.00,148.53,3156,36104,70.0,-37.0
1784386556.258,15.02,216.06,148.47,3004,40008,70.0,-36.0
1784386557.264,12.56,216.05,148.48,2908,36767,70.0,-35.0
1784386558.270,15.37,216.17,148.36,3206,39832,70.0,-36.0
1784386559.276,13.65,216.30,148.23,2952,36173,70.0,-37.0
1784386560.282,12.75,216.34,148.19,3210,40835,70.0,-35.0
1784386561.288,15.35,216.22,148.31,2951,37732,70.0,-36.0
1784386562.294,13.83,216.28,148.25,3116,36453,70.0,-36.0
1784386563.301,13.65,216.28,148.25,3004,40678,70.0,-36.0
1784386564.308,14.57,216.25,148.29,2912,37191,70.0,-35.0
1784386565.314,13.22,216.25,148.29,3207,40039,70.0,-38.0
1784386566.320,14.75,216.25,148.29,2961,37359,70.0,-36.0
1784386567.326,12.56,216.30,148.23,3170,39907,70.0,-36.0
1784386568.331,13.90,216.25,148.29,2908,36659,70.0,-36.0
1784386569.337,13.86,216.25,148.29,3155,42348,70.0,-36.0
1784386570.343,14.60,216.25,148.29,3003,37391,70.0,-36.0
1784386571.350,14.32,216.24,148.29,2912,36565,70.0,-37.0
1784386572.356,14.21,216.24,148.29,3210,41588,70.0,-36.0
1784386573.362,13.37,216.24,148.29,2952,38503,70.0,-37.0
1784386574.367,15.23,216.24,148.29,2951,37570,70.0,-36.0
1784386575.373,14.29,216.18,148.35,3167,40882,70.0,-36.0
1784386576.380,13.47,216.23,148.30,2952,36749,70.0,-37.0
1784386577.386,15.76,216.23,148.30,2911,36911,70.0,-37.0
1784386578.392,13.68,216.21,148.32,3166,41584,70.0,-35.0
1784386579.398,14.46,216.21,148.32,2950,36736,70.0,-37.0
1784386580.405,12.75,216.27,148.26,2953,36780,70.0,-37.0
1784386581.412,13.43,216.33,148.20,3208,40861,70.0,-36.0
1784386582.419,14.50,216.45,148.09,2913,36541,70.0,-36.0
1784386583.426,14.39,216.45,148.09,3207,40873,70.0,-36.0
1784386584.432,14.60,216.45,148.09,3002,37466,70.0,-37.0
1784386585.438,15.20,216.41,148.12,2945,35991,70.0,-36.0
1784386586.444,12.78,216.35,148.18,3205,40469,70.0,-36.0
1784386587.449,15.85,216.41,148.12,2952,36916,70.0,-36.0
1784386588.455,14.39,216.40,148.13,3157,37037,70.0,-37.0
1784386589.462,16.22,216.46,148.07,2922,39547,70.0,-36.0
1784386590.468,14.71,216.46,148.07,2962,37865,70.0,-36.0
1784386591.474,14.04,216.46,148.07,3155,36347,70.0,-36.0
1784386592.480,15.65,216.40,148.13,3004,39825,70.0,-36.0
1784386593.486,13.78,216.39,148.14,2910,37220,70.0,-36.0
1784386594.492,12.97,216.39,148.14,3206,40169,70.0,-36.0
1784386595.498,14.50,216.31,148.22,2948,36262,70.0,-36.0
1784386596.504,14.46,216.31,148.22,3162,40574,70.0,-37.0
1784386597.510,14.60,216.37,148.16,2952,35925,70.0,-35.0
1784386598.516,14.14,216.43,148.11,3155,40097,70.0,-35.0
1784386599.523,14.57,216.37,148.16,2963,37365,70.0,-35.0
1784386600.529,13.75,216.36,148.17,3208,40475,70.0,-37.0
1784386601.535,14.53,216.36,148.17,2951,37888,70.0,-36.0
1784386602.542,14.71,216.42,148.11,2948,37208,70.0,-36.0
1784386603.549,14.32,216.36,148.17,3206,39807,70.0,-36.0
1784386604.555,13.86,216.36,148.17,2912,36404,70.0,-36.0
1784386605.561,14.78,216.36,148.18,3166,40606,70.0,-36.0
1784386606.567,14.74,216.36,148.18,2964,36385,70.0,-36.0
1784386607.574,14.89,216.47,148.06,2950,36194,70.0,-35.0
1784386608.580,14.71,216.36,148.18,3219,40307,70.0,-37.0
1784386609.586,14.22,216.41,148.12,3002,36302,70.0,-37.0
1784386610.592,13.86,216.41,148.12,3170,40402,70.0,-36.0
1784386611.599,13.00,216.35,148.18,2990,36933,70.0,-36.0
1784386612.605,14.36,216.35,148.18,3218,41878,70.0,-36.0
1784386613.612,13.18,216.41,148.12,2948,36754,70.0,-36.0
1784386614.618,14.43,216.41,148.12,3156,40743,70.0,-37.0
