time_s,x_m,y_m,yaw_rad,front_distance_m,left_distance_m,right_distance_m
0.0,-0.550000011920929,0.0,0.0,0.2312251180410385,inf,inf
0.119853854,-0.550000011920929,0.0,0.0,0.2369779497385025,inf,inf
0.235596586,-0.550000011920929,0.0,0.0,0.23559582233428955,inf,inf
0.371132644,-0.550000011920929,0.0,0.0,0.23590756952762604,inf,inf
0.483896474,-0.550000011920929,0.0,0.0,0.23384997248649597,inf,inf
0.618560709,-0.550000011920929,0.0,0.0,0.23359794914722443,inf,inf
0.734843641,-0.550000011920929,0.0,0.0,0.23453684151172638,inf,inf
0.871706331,-0.550000011920929,0.0,0.0,0.23820330202579498,inf,inf
0.986496943,-0.550000011920929,0.0,0.0,0.2345222681760788,inf,inf
1.117400266,-0.550000011920929,0.0,0.0,0.2372605800628662,inf,inf
1.231498224,-0.550000011920929,0.0,0.0,0.2334056794643402,inf,inf
1.368067872,-0.550000011920929,0.0,0.0,0.2364911437034607,inf,inf
1.481726359,-0.550000011920929,0.0,0.0,0.23954255878925323,inf,inf
1.600527439,-0.550000011920929,0.0,0.0,0.2367054671049118,inf,inf
1.701954932,-0.550000011920929,0.0,0.0,0.23597395420074463,inf,inf
1.812474529,-0.550000011920929,0.0,0.0,0.2381509691476822,inf,inf
1.923819022,-0.550000011920929,0.0,0.0,0.2358798384666443,inf,inf
2.039586735,-0.550000011920929,0.0,0.0,0.23648065328598022,inf,inf
2.148403355,-0.550000011920929,0.0,0.0,0.23291273415088654,inf,inf
2.263617824,-0.550000011920929,0.0,0.0,0.23316973447799683,inf,inf
2.396235821,-0.550000011920929,0.0,0.0,0.23398728668689728,inf,inf
2.512864946,-0.550000011920929,0.0,0.0,0.2360825538635254,inf,inf
2.646905898,-0.550000011920929,0.0,0.0,0.23651672899723053,inf,inf
2.762623816,-0.550000011920929,0.0,0.0,0.23764266073703766,inf,inf
2.895967907,-0.550000011920929,0.0,0.0,0.23768480122089386,inf,inf
3.009748668,-0.550000011920929,0.0,0.0,0.23784354329109192,inf,inf
3.112181319,-0.550000011920929,0.0,0.0,0.23868466913700104,inf,inf
3.214735558,-0.550000011920929,0.0,0.0,0.2340920865535736,inf,inf
3.329209346,-0.550000011920929,0.0,0.0,0.23779131472110748,inf,inf
3.444276572,-0.550000011920929,0.0,0.0,0.23854099214076996,inf,inf
3.556759169,-0.550000011920929,0.0,0.0,0.23484739661216736,inf,inf
3.663859731,-0.550000011920929,0.0,0.0,0.23870353400707245,inf,inf
3.777795675,-0.550000011920929,0.0,0.0,0.23542310297489166,inf,inf
3.898682252,-0.550000011920929,0.0,0.0,0.23618493974208832,inf,inf
4.007187034,-0.550000011920929,0.0,0.0,0.23417948186397552,inf,inf
4.121150327,-0.550000011920929,0.0,0.0,0.23748789727687836,inf,inf
4.240782907,-0.550000011920929,0.0,0.0,0.23302672803401947,inf,inf
4.350066705,-0.550000011920929,0.0,0.0,0.23747479915618896,inf,inf
4.470363913,-0.550000011920929,0.0,0.0,0.23800410330295563,inf,inf
4.581173146,-0.550000011920929,0.0,0.0,0.2345510572195053,inf,inf
4.693371829,-0.550000011920929,0.0,0.0,0.23360177874565125,inf,inf
4.804534124,-0.550000011920929,0.0,0.0,0.23220095038414001,inf,inf
4.915379267,-0.550000011920929,0.0,0.0,0.2362287938594818,inf,inf
5.019279733,-0.550000011920929,0.0,0.0,0.23529861867427826,inf,inf
5.120006351,-0.550000011920929,0.0,0.0,0.23956811428070068,inf,inf
5.231950024,-0.550000011920929,0.0,0.0,0.23627080023288727,inf,inf
5.33746841,-0.550000011920929,0.0,0.0,0.24003182351589203,inf,inf
5.449020727,-0.550000011920929,0.0,0.0,0.236101433634758,inf,inf
5.551687729,-0.550000011920929,0.0,0.0,0.23673111200332642,inf,inf
5.661268465,-0.550000011920929,0.0,0.0,0.2381197065114975,inf,inf
5.774160732,-0.550000011920929,0.0,0.0,0.23625776171684265,inf,inf
