time_s,center_separation_m
0.0734875,0.699999988079071
0.2057348,0.699999988079071
0.2057555,0.699999988079071
0.3195851,0.699999988079071
0.3197466,0.699999988079071
0.4203804,0.699999988079071
0.4552112,0.699999988079071
0.5352858,0.699999988079071
0.5710422,0.699999988079071
0.6479702,0.699999988079071
0.7075421,0.699999988079071
0.7478704,0.699999988079071
0.8238452,0.699999988079071
0.8616684,0.699999988079071
0.9567691,0.699999988079071
0.9777446,0.699999988079071
1.0714775,0.699999988079071
1.0898086,0.699999988079071
1.1931618,0.699999988079071
1.1947255,0.699999988079071
1.2965364,0.699999988079071
1.297116,0.699999988079071
1.408545,0.699999988079071
1.4085823,0.699999988079071
1.523894,0.699999988079071
1.5242468,0.699999988079071
1.6316386,0.699999988079071
1.6316437,0.699999988079071
1.7665899,0.699999988079071
1.7666076,0.699999988079071
1.872866,0.699999988079071
1.8728768,0.699999988079071
1.9848557,0.699999988079071
1.9848698,0.699999988079071
2.140193716,0.699999988079071
2.140384199,0.699999988079071
2.246397799,0.699999988079071
2.246653458,0.699999988079071
2.354421283,0.699999988079071
2.354594258,0.699999988079071
2.467325191,0.699999988079071
2.467419883,0.699999988079071
2.567993616,0.699999988079071
2.569001125,0.699999988079071
2.689500075,0.699999988079071
2.689512633,0.699999988079071
2.789173366,0.699999988079071
2.791937666,0.699999988079071
2.903261241,0.699999988079071
2.903276,0.699999988079071
3.021591633,0.699999988079071
3.021606116,0.699999988079071
3.136552083,0.699999988079071
3.137901141,0.699999988079071
3.249627591,0.699999988079071
3.250854183,0.699999988079071
3.35275195,0.699999988079071
3.354317891,0.699999988079071
3.474004033,0.699999988079071
3.474039325,0.699999988079071
3.589250758,0.699999988079071
3.589633741,0.699999988079071
3.695430825,0.699999988079071
3.695465108,0.699999988079071
3.801129641,0.699999988079071
3.801172725,0.699999988079071
3.90378925,0.699999988079071
3.904775125,0.699999988079071
4.017432541,0.699999988079071
4.020355608,0.699999988079071
4.120309308,0.699999988079071
4.120974166,0.699999988079071
4.2413611,0.699999988079071
4.242365033,0.699999988079071
4.3472284,0.699999988079071
4.347259658,0.699999988079071
4.470657383,0.699999988079071
4.471709808,0.699999988079071
4.575808583,0.699999988079071
4.576873016,0.699999988079071
4.704596216,0.699999988079071
4.704611525,0.699999988079071
4.8088401,0.699999988079071
4.810564625,0.699999988079071
4.932064941,0.699999988079071
4.933108108,0.699999988079071
5.03644935,0.699999988079071
5.036476483,0.699999988079071
5.158463733,0.699999988079071
5.159940666,0.699999988079071
5.263144225,0.699999988079071
5.26513055,0.699999988079071
5.389266366,0.699999988079071
5.390939232,0.699999988079071
5.498862082,0.699999988079071
5.499161778,0.699999988079071
5.62873534,0.699999988079071
5.629661285,0.699999988079071
5.738033253,0.699999988079071
5.739378431,0.699999988079071
5.864458262,0.699999988079071
5.864515477,0.699999988079071
5.971931332,0.699999988079071
5.971948544,0.699999988079071
6.100410991,0.699999988079071
6.101177111,0.699999988079071
6.210650925,0.699999988079071
6.210681283,0.699999988079071
6.333251319,0.699999988079071
6.334322558,0.699999988079071
6.441087523,0.699999988079071
6.441182861,0.699999988079071
6.571537693,0.699999988079071
6.571561716,0.699999988079071
6.678802526,0.699999988079071
6.682800147,0.699999988079071
6.807989556,0.699999988079071
6.809137951,0.699999988079071
6.915179117,0.699999988079071
6.916427184,0.699999988079071
7.039669219,0.699999988079071
7.040902402,0.699999988079071
7.147732276,0.699999988079071
7.147777684,0.699999988079071
7.273645485,0.699999988079071
7.274562599,0.699999988079071
7.375810862,0.699999988079071
7.37706179,0.699999988079071
7.491958792,0.699999988079071
7.491974534,0.699999988079071
7.609630793,0.699999988079071
7.611129411,0.699999988079071
7.726041951,0.699999988079071
7.726053707,0.699999988079071
7.826110605,0.699999988079071
7.846092524,0.699999988079071
7.941068533,0.699999988079071
7.960305436,0.699999988079071
8.05927926,0.699999988079071
8.079149038,0.699999988079071
8.171832243,0.699999988079071
8.193252876,0.699999988079071
8.277125003,0.699999988079071
