trial_id,stale_stop_duration_s,stale_stop_duration_s_value_status
objective5_impairment_matrix_v1_condition_F_trial01_attempt01,0.2839999999999982,AVAILABLE
objective5_impairment_matrix_v1_condition_F_trial02_attempt01,0.2319999999999986,AVAILABLE
objective5_impairment_matrix_v1_condition_F_trial03_attempt01,0.2566666666666668,AVAILABLE
objective5_impairment_matrix_v1_condition_F_trial04_attempt01,0.22199999999999848,AVAILABLE
objective5_impairment_matrix_v1_condition_F_trial05_attempt01,0.2799999999999985,AVAILABLE
