wsl_unix_time_s,connected,rx_count,crc_errors,last_rtt_ms,estimated_one_way_ms,wall_clock_delta_ms,last_state_age_s,state_seq_first,state_seq_last,state_unique_received,state_missing,state_out_of_order,state_delivery_ratio
1784380531.304,True,8546,0,115.63781199947698,57.81890599973849,560.0638389587402,0.06296515464782715,0,8545,8546,0,0,1.0
1784380532.303,True,8555,0,17.537190999973973,8.768595499986986,580.294132232666,0.08008837699890137,0,8554,8555,0,0,1.0
1784380533.303,True,8564,0,114.51320800006215,57.256604000031075,599.1244316101074,0.10887527465820312,0,8563,8564,0,0,1.0
1784380534.305,True,8574,0,7.843235000109416,3.921617500054708,621.5417385101318,0.014678716659545898,0,8573,8574,0,0,1.0
1784380535.303,True,8583,0,8.974018000117212,4.487009000058606,643.6614990234375,0.03847956657409668,0,8582,8583,0,0,1.0
1784380536.304,True,8592,0,112.06882900023629,56.034414500118146,663.7778282165527,0.0451810359954834,0,8591,8592,0,0,1.0
1784380537.304,True,8607,0,115.21074099982798,57.60537049991399,37.53352165222168,0.06185340881347656,0,8606,8607,0,0,1.0
1784380538.303,True,8616,0,5.983155000649276,2.991577500324638,58.496713638305664,0.06372642517089844,0,8615,8616,0,0,1.0
1784380539.304,True,8625,0,7.504254000195942,3.752127000097971,78.26089859008789,0.08445096015930176,0,8624,8625,0,0,1.0
1784380540.303,True,8634,0,7.82166099997994,3.91083049998997,98.14643859863281,0.08284854888916016,0,8633,8634,0,0,1.0
1784380541.303,True,8643,0,8.546284999283671,4.2731424996418355,117.46883392333984,0.09367942810058594,0,8642,8643,0,0,1.0
1784380542.305,True,8653,0,6.6704259998005,3.33521299990025,139.33920860290527,0.00456690788269043,0,8652,8653,0,0,1.0
1784380543.305,True,8662,0,8.999384000162536,4.499692000081268,161.80801391601562,0.008781671524047852,0,8661,8662,0,0,1.0
1784380544.304,True,8671,0,6.312366999736696,3.156183499868348,178.81083488464355,0.03142738342285156,0,8670,8671,0,0,1.0
1784380545.304,True,8680,0,6.915945999935502,3.457972999967751,199.14507865905762,0.05193829536437988,0,8679,8680,0,0,1.0
1784380546.304,True,8689,0,10.558441999819479,5.2792209999097395,218.96004676818848,0.06763625144958496,0,8688,8689,0,0,1.0
1784380547.304,True,8698,0,7.51044099979481,3.755220499897405,239.1223907470703,0.0907139778137207,0,8697,8698,0,0,1.0
1784380548.304,True,8708,0,6.293894999544136,3.146947499772068,261.5230083465576,0.00655364990234375,0,8707,8708,0,0,1.0
1784380549.305,True,8717,0,7.866935000492958,3.933467500246479,281.4319133758545,0.014159679412841797,0,8716,8717,0,0,1.0
1784380550.303,True,8726,0,9.062354999514355,4.531177499757177,300.5177974700928,0.03239774703979492,0,8725,8726,0,0,1.0
1784380551.304,True,8735,0,6.263495999519364,3.131747999759682,319.6234703063965,0.05029892921447754,0,8734,8735,0,0,1.0
1784380552.304,True,8744,0,8.095714999399206,4.047857499699603,340.7905101776123,0.07551860809326172,0,8743,8744,0,0,1.0
1784380553.304,True,8753,0,7.46371100012766,3.73185550006383,361.1030578613281,0.10523176193237305,0,8752,8753,0,0,1.0
1784380554.304,True,8762,0,8.166550000169082,4.083275000084541,379.9147605895996,0.10738325119018555,0,8761,8762,0,0,1.0
1784380555.303,True,8771,0,18.048351999823353,9.024175999911677,400.5546569824219,0.09661173820495605,0,8770,8771,0,0,1.0
1784380556.303,True,8780,0,6.3339219996123575,3.1669609998061787,421.45323753356934,0.09668874740600586,0,8779,8780,0,0,1.0
1784380557.305,True,8790,0,118.08964200008631,59.04482100004316,443.6342716217041,0.008558034896850586,0,8789,8790,0,0,1.0
1784380558.303,True,8799,0,116.66304099981062,58.33152049990531,464.04075622558594,0.029495716094970703,0,8798,8799,0,0,1.0
1784380559.303,True,8808,0,9.190800999931525,4.595400499965763,482.84363746643066,0.055212974548339844,0,8807,8808,0,0,1.0
1784380560.303,True,8817,0,8.506353000484523,4.253176500242262,502.3524761199951,0.08303451538085938,0,8816,8817,0,0,1.0
1784380561.305,True,8827,0,6.330205000267597,3.1651025001337985,525.5720615386963,0.006433248519897461,0,8826,8827,0,0,1.0
1784380562.304,True,8836,0,111.93229600030463,55.966148000152316,544.6102619171143,0.022468090057373047,0,8835,8836,0,0,1.0
1784380563.304,True,8845,0,9.040539000125136,4.520269500062568,563.786506652832,0.04430723190307617,0,8844,8845,0,0,1.0
1784380564.303,True,8854,0,7.203297999694769,3.6016489998473844,583.2858085632324,0.06775808334350586,0,8853,8854,0,0,1.0
1784380565.304,True,8863,0,112.51252199963346,56.25626099981673,604.2675971984863,0.09274578094482422,0,8862,8863,0,0,1.0
1784380566.303,True,8872,0,7.80843000029563,3.904215000147815,624.2785453796387,0.10425615310668945,0,8871,8872,0,0,1.0
1784380567.304,True,8882,0,113.15052000009018,56.57526000004509,646.4824676513672,0.015190839767456055,0,8881,8882,0,0,1.0
1784380568.304,True,8897,0,114.45600200022454,57.22800100011227,25.081872940063477,0.03950643539428711,0,8896,8897,0,0,1.0
1784380569.303,True,8906,0,114.6976870004437,57.34884350022185,45.86505889892578,0.05671572685241699,0,8905,8906,0,0,1.0
1784380570.303,True,8915,0,11.557154000001901,5.778577000000951,64.41926956176758,0.07254314422607422,0,8914,8915,0,0,1.0
1784380571.304,True,8924,0,116.59074199997121,58.29537099998561,84.34414863586426,0.10537409782409668,0,8923,8924,0,0,1.0
