unix_time_s,cpu_percent,mem_used_mb,mem_available_mb,net_rx_bytes_delta,net_tx_bytes_delta,wifi_link_quality,wifi_signal_dbm
1784380563.089,13.86,169.92,194.61,3133,36594,70.0,-20.0
1784380564.094,14.95,169.92,194.61,3237,40977,70.0,-20.0
1784380565.100,14.57,169.86,194.67,2902,35486,70.0,-21.0
1784380566.106,14.95,169.80,194.73,2859,35906,70.0,-20.0
1784380567.112,14.32,169.80,194.73,3116,39049,70.0,-21.0
1784380568.118,14.81,169.84,194.70,2943,35975,70.0,-20.0
1784380569.124,14.39,169.84,194.70,3275,40524,70.0,-20.0
1784380570.130,14.32,169.84,194.70,2983,36953,70.0,-21.0
1784380571.136,14.04,169.84,194.70,3199,39340,70.0,-23.0
1784380572.142,14.78,169.83,194.70,2903,36692,70.0,-29.0
1784380573.148,14.89,169.77,194.76,3067,38851,70.0,-28.0
1784380574.155,14.53,169.83,194.70,2955,35893,70.0,-26.0
1784380575.162,14.29,169.83,194.70,3197,39904,70.0,-30.0
1784380576.169,13.65,169.83,194.70,2903,35942,70.0,-31.0
1784380577.177,14.07,169.83,194.70,2903,35332,70.0,-29.0
1784380578.183,14.53,169.82,194.71,3287,40859,70.0,-29.0
1784380579.189,14.78,169.82,194.71,2983,36941,70.0,-30.0
1784380580.195,13.65,169.88,194.66,3278,40890,70.0,-29.0
1784380581.201,14.29,169.82,194.71,2943,37240,70.0,-30.0
1784380582.207,14.89,169.93,194.60,3279,39987,70.0,-30.0
1784380583.212,14.95,169.93,194.60,2903,36525,70.0,-30.0
1784380584.220,14.32,169.99,194.54,3273,40164,70.0,-27.0
1784380585.225,14.07,170.05,194.48,2863,35689,70.0,-27.0
1784380586.235,14.50,170.05,194.48,3196,39281,70.0,-30.0
1784380587.240,14.68,169.99,194.54,2953,36422,70.0,-29.0
1784380588.248,14.95,170.05,194.48,3116,39439,70.0,-29.0
1784380589.255,14.29,170.05,194.48,2940,35914,70.0,-30.0
1784380590.261,14.29,170.04,194.49,3196,39979,70.0,-30.0
1784380591.268,13.61,170.10,194.43,2943,35781,70.0,-30.0
1784380592.274,15.69,170.22,194.31,2904,35506,70.0,-29.0
1784380593.280,14.46,170.54,194.00,3236,40583,70.0,-30.0
1784380594.286,15.37,170.54,194.00,2990,35903,70.0,-29.0
1784380595.292,14.53,170.51,194.02,3153,39476,70.0,-29.0
1784380596.298,15.48,170.45,194.08,2900,36028,70.0,-29.0
1784380597.304,14.78,170.45,194.09,3237,39927,70.0,-29.0
1784380598.310,13.83,170.50,194.03,2955,35843,70.0,-29.0
1784380599.317,14.81,170.50,194.03,2903,36132,70.0,-30.0
1784380600.323,14.50,170.50,194.03,3197,39328,70.0,-30.0
1784380601.328,15.52,170.50,194.03,2943,35811,70.0,-30.0
1784380602.334,14.07,170.50,194.03,3198,39429,70.0,-29.0
1784380603.341,13.68,170.50,194.03,2900,36268,70.0,-29.0
1784380604.347,14.78,170.43,194.10,3199,40442,70.0,-29.0
1784380605.354,14.25,170.43,194.10,2940,36318,70.0,-30.0
1784380606.361,13.86,170.43,194.10,3209,39699,70.0,-30.0
1784380607.368,16.09,170.49,194.04,2903,35779,70.0,-29.0
1784380608.374,13.40,170.55,193.98,3159,39472,70.0,-30.0
1784380609.381,14.46,170.55,193.98,2943,35280,70.0,-30.0
1784380610.388,14.53,170.55,193.98,3156,39637,70.0,-28.0
1784380611.393,15.67,170.55,193.98,2952,36651,70.0,-29.0
1784380612.400,12.97,170.54,193.99,2873,35699,70.0,-29.0
1784380613.406,15.12,170.60,193.93,3159,39611,70.0,-29.0
1784380614.412,15.14,170.60,193.93,2900,35832,70.0,-28.0
1784380615.418,15.56,170.59,193.94,3200,39100,70.0,-30.0
1784380616.425,14.57,170.54,194.00,2943,36134,70.0,-29.0
1784380617.434,15.16,170.51,194.02,2936,36331,70.0,-29.0
1784380618.441,15.37,170.45,194.08,3199,39286,70.0,-29.0
1784380619.447,15.14,170.51,194.02,2938,36056,70.0,-29.0
1784380620.453,13.55,170.51,194.02,3105,39501,70.0,-29.0
1784380621.460,14.25,170.45,194.08,2994,35904,70.0,-29.0
1784380622.465,16.00,170.84,193.70,2952,36410,70.0,-29.0
1784380623.471,15.09,170.84,193.70,3197,39877,70.0,-29.0
1784380624.477,15.52,170.84,193.70,2943,35190,70.0,-29.0
1784380625.483,14.99,170.78,193.75,3155,39933,70.0,-29.0
1784380626.488,15.97,170.78,193.75,2941,36237,70.0,-30.0
1784380627.494,14.81,170.78,193.75,3198,38913,70.0,-29.0
1784380628.501,16.18,170.77,193.76,2861,35921,70.0,-29.0
1784380629.506,14.50,170.83,193.70,2943,36230,70.0,-29.0
1784380630.512,15.57,170.83,193.70,3199,39142,70.0,-27.0
1784380631.518,15.65,170.83,193.70,2944,35564,70.0,-29.0
1784380632.524,15.23,170.83,193.70,3158,39420,70.0,-29.0
1784380633.530,15.80,170.83,193.70,2944,35294,70.0,-28.0
1784380634.537,14.93,170.89,193.64,2981,36616,70.0,-28.0
1784380635.543,15.10,170.89,193.64,3238,41123,70.0,-27.0
1784380636.550,12.97,170.89,193.64,2902,35583,70.0,-27.0
1784380637.556,14.74,170.87,193.66,3196,39704,70.0,-27.0
1784380638.562,15.76,170.93,193.60,2901,35981,70.0,-28.0
1784380639.569,14.21,170.99,193.54,3159,39136,70.0,-29.0
1784380640.575,14.99,170.99,193.54,2943,36232,70.0,-27.0
1784380641.581,15.35,170.98,193.55,3017,36895,70.0,-27.0
1784380642.587,14.50,170.98,193.55,2991,35799,70.0,-26.0
1784380643.594,15.25,170.98,193.55,3312,40491,70.0,-26.0
1784380644.602,14.71,170.98,193.55,2246,35471,70.0,-27.0
1784380645.607,15.27,170.98,193.55,2616,33073,70.0,-27.0
1784380646.614,13.10,170.98,193.55,2442,34941,70.0,-28.0
1784380647.620,14.71,171.03,193.50,2645,31565,70.0,-28.0
1784380648.627,15.57,171.03,193.50,3050,42397,70.0,-25.0
1784380649.634,16.39,170.97,193.56,2910,36635,70.0,-25.0
1784380650.640,13.58,170.97,193.56,3114,39255,70.0,-25.0
1784380651.646,13.93,170.97,193.56,2979,35555,70.0,-30.0
1784380652.652,15.59,170.91,193.62,3196,39418,70.0,-30.0
1784380653.659,15.84,170.91,193.62,2982,36474,70.0,-29.0
1784380654.664,15.98,170.91,193.62,2901,35506,70.0,-30.0
1784380655.671,15.40,170.97,193.56,3289,40240,70.0,-30.0
1784380656.677,14.88,170.99,193.54,2941,36156,70.0,-30.0
1784380657.683,14.04,170.93,193.60,3210,39281,70.0,-30.0
1784380658.689,14.32,170.99,193.54,2979,36332,70.0,-30.0
1784380659.695,15.09,170.93,193.60,3158,39525,70.0,-29.0
1784380660.701,14.57,170.99,193.54,2942,35100,70.0,-30.0
1784380661.706,15.85,171.05,193.48,2901,36273,70.0,-30.0
1784380662.712,13.90,170.99,193.54,3198,40255,70.0,-29.0
1784380663.719,13.79,170.99,193.54,2943,35497,70.0,-30.0
1784380664.726,15.98,170.98,193.55,3157,40286,70.0,-29.0
1784380665.733,15.33,171.04,193.50,2939,36064,70.0,-29.0
1784380666.739,15.57,171.04,193.50,3199,39943,70.0,-30.0
1784380667.746,14.71,171.04,193.50,2980,37766,70.0,-29.0
1784380668.752,14.78,171.04,193.50,3237,41441,70.0,-29.0
1784380669.758,14.71,171.04,193.50,2902,35403,70.0,-30.0
1784380670.763,13.97,171.30,193.23,2939,36120,70.0,-30.0
1784380671.769,15.23,171.20,193.33,3197,39133,70.0,-29.0
1784380672.775,13.72,171.20,193.33,2901,35687,70.0,-29.0
1784380673.781,15.20,171.26,193.27,3198,39979,70.0,-30.0
1784380674.787,14.60,171.20,193.33,2942,35780,70.0,-29.0
1784380675.795,15.65,171.26,193.27,3159,39162,70.0,-30.0
1784380676.800,15.27,171.19,193.34,2941,36248,70.0,-30.0
1784380677.806,14.36,171.18,193.35,2942,35597,70.0,-29.0
1784380678.812,14.50,171.16,193.37,3196,39203,70.0,-29.0
1784380679.818,14.21,171.16,193.37,2904,36121,70.0,-29.0
1784380680.827,14.29,171.22,193.31,3236,40033,70.0,-30.0
1784380681.834,14.36,171.22,193.31,2941,35657,70.0,-28.0
1784380682.841,16.71,171.28,193.25,2904,35739,70.0,-29.0
1784380683.847,15.57,171.22,193.31,3198,39887,70.0,-30.0
1784380684.854,15.44,171.22,193.31,3031,35938,70.0,-28.0
1784380685.860,13.50,171.16,193.37,3199,40472,70.0,-28.0
1784380686.866,16.50,171.16,193.37,2950,36791,70.0,-29.0
1784380687.872,14.71,171.22,193.31,3209,39289,70.0,-29.0
1784380688.878,14.71,171.22,193.31,2952,36470,70.0,-29.0
1784380689.886,14.67,171.16,193.37,2911,35739,70.0,-30.0
1784380690.893,14.86,171.22,193.31,3206,39258,70.0,-29.0
1784380691.899,14.74,171.25,193.29,2948,36044,70.0,-30.0
1784380692.906,14.63,171.19,193.34,3156,39630,70.0,-27.0
1784380693.914,13.22,171.19,193.34,3004,35976,70.0,-27.0
1784380694.921,15.92,171.24,193.29,2912,36266,70.0,-27.0
1784380695.927,14.74,171.36,193.18,3207,39837,70.0,-27.0
1784380696.933,12.28,171.41,193.12,2908,35846,70.0,-27.0
1784380697.940,16.18,171.41,193.12,3166,40165,70.0,-27.0
1784380698.946,14.71,171.40,193.13,2950,36063,70.0,-27.0
1784380699.952,12.97,171.40,193.13,2963,36556,70.0,-24.0
1784380700.958,14.18,171.34,193.19,3208,41021,70.0,-24.0
1784380701.964,14.71,171.34,193.19,2910,36182,70.0,-24.0
1784380702.971,16.18,171.29,193.25,3207,39612,70.0,-24.0
1784380703.977,17.46,171.29,193.24,2952,36797,70.0,-25.0
1784380704.984,14.50,171.34,193.19,2962,35995,70.0,-24.0
1784380705.989,15.27,171.32,193.21,3757,41370,70.0,-24.0
1784380706.995,15.50,171.27,193.27,2872,36695,70.0,-25.0
1784380708.001,13.72,171.18,193.35,3335,40170,70.0,-24.0
1784380709.012,14.91,171.24,193.29,2910,36388,70.0,-24.0
1784380710.018,15.16,171.24,193.29,2990,37181,70.0,-25.0
1784380711.025,14.91,171.36,193.18,3127,39065,70.0,-24.0
1784380712.032,13.86,171.35,193.18,2951,35568,70.0,-25.0
1784380713.038,15.88,171.35,193.18,3163,40289,70.0,-24.0
1784380714.044,14.11,171.41,193.12,2951,36082,70.0,-25.0
1784380715.050,14.67,171.35,193.18,3206,39068,70.0,-28.0
1784380716.057,14.07,171.41,193.12,2872,36481,70.0,-26.0
1784380717.064,14.74,171.41,193.12,2949,35807,70.0,-27.0
1784380718.070,15.98,171.39,193.14,3202,39613,70.0,-27.0
1784380719.076,14.36,171.33,193.20,2951,36496,70.0,-26.0
1784380720.083,15.40,171.39,193.14,3165,38988,70.0,-26.0
1784380721.090,14.74,171.45,193.09,2912,35760,70.0,-27.0
1784380722.096,15.59,171.45,193.09,3155,39880,70.0,-26.0
1784380723.102,15.83,171.39,193.14,3000,35485,70.0,-27.0
1784380724.108,14.88,171.33,193.20,2910,35852,70.0,-26.0
1784380725.114,16.50,171.26,193.27,3169,40205,70.0,-26.0
1784380726.121,14.50,171.26,193.27,2953,35491,70.0,-28.0
1784380727.128,13.50,171.26,193.27,2951,35984,70.0,-27.0
1784380728.135,14.07,171.26,193.27,3128,40055,70.0,-26.0
1784380729.141,16.02,171.20,193.33,3273,36269,70.0,-26.0
1784380730.147,14.71,171.26,193.27,3206,38965,70.0,-27.0
1784380731.153,14.46,171.26,193.27,2964,36309,70.0,-26.0
1784380732.159,15.02,171.26,193.27,2950,35804,70.0,-27.0
1784380733.166,15.33,171.26,193.27,3205,39348,70.0,-27.0
1784380734.172,14.71,171.30,193.23,2951,36369,70.0,-27.0
1784380735.179,14.53,171.42,193.11,3116,39534,70.0,-26.0
1784380736.186,15.33,171.36,193.17,3001,35596,70.0,-26.0
1784380737.192,14.07,171.36,193.17,2900,36567,70.0,-26.0
1784380738.202,15.33,171.42,193.11,3209,39080,70.0,-26.0
1784380739.208,14.67,171.42,193.11,2911,35859,70.0,-26.0
1784380740.215,13.97,171.36,193.17,3248,40602,70.0,-27.0
1784380741.221,15.01,171.36,193.17,2910,36142,70.0,-27.0
1784380742.227,15.82,171.35,193.18,3166,39361,70.0,-26.0
1784380743.239,15.25,171.39,193.14,2951,36803,70.0,-26.0
1784380744.246,14.57,171.39,193.14,2952,35806,70.0,-28.0
1784380745.251,15.10,171.39,193.14,3210,39240,70.0,-27.0
1784380746.259,15.78,171.45,193.08,2911,37231,70.0,-26.0
1784380747.266,15.61,171.42,193.11,3209,39538,70.0,-26.0
1784380748.272,14.25,171.41,193.12,3025,36551,70.0,-26.0
1784380749.279,15.57,171.35,193.18,3166,40081,70.0,-26.0
1784380750.286,15.20,171.41,193.12,3027,36579,70.0,-27.0
1784380751.292,15.74,171.46,193.07,2950,35975,70.0,-26.0
1784380752.298,15.57,171.41,193.12,3245,40073,70.0,-26.0
1784380753.305,15.74,171.47,193.06,2952,35812,70.0,-26.0
1784380754.311,15.69,171.47,193.06,3168,39451,70.0,-26.0
1784380755.318,14.29,171.47,193.06,2992,36807,70.0,-26.0
1784380756.325,14.71,171.47,193.06,3166,39018,70.0,-27.0
1784380757.332,16.71,171.47,193.06,2911,35883,70.0,-26.0
1784380758.338,14.50,171.47,193.06,2989,36732,70.0,-27.0
1784380759.345,15.37,171.47,193.06,3169,39089,70.0,-26.0
1784380760.354,14.22,171.53,193.00,2953,35890,70.0,-26.0
1784380761.360,14.71,171.53,193.00,2790,36754,70.0,-25.0
1784380762.367,16.71,171.53,193.00,3780,44585,70.0,-23.0
1784380763.373,14.95,171.52,193.01,3160,38856,70.0,-22.0
1784380764.379,14.07,171.52,193.01,3089,42236,70.0,-22.0
1784380765.385,15.27,171.52,193.01,3020,35611,70.0,-23.0
1784380766.390,14.60,171.52,193.02,2817,42399,70.0,-27.0
1784380767.396,13.76,171.46,193.07,2577,36322,70.0,-27.0
1784380768.404,14.74,171.46,193.07,2943,39636,70.0,-27.0
1784380769.410,15.61,171.46,193.07,3129,39414,70.0,-26.0
1784380770.417,13.93,171.43,193.11,2950,36340,70.0,-26.0
1784380771.423,14.11,171.43,193.11,3155,35284,70.0,-28.0
1784380772.429,14.46,171.47,193.06,3015,39638,70.0,-29.0
1784380773.435,14.43,171.47,193.06,2989,36903,70.0,-28.0
1784380774.440,16.59,171.47,193.06,2913,35842,70.0,-26.0
1784380775.448,15.74,171.47,193.06,3168,39686,70.0,-22.0
1784380776.455,16.99,171.53,193.00,3032,37247,70.0,-22.0
1784380777.461,15.98,171.58,192.95,2976,36433,70.0,-22.0
1784380778.467,15.29,171.58,192.95,2991,35871,70.0,-23.0
1784380779.473,15.31,171.58,192.95,3163,39705,70.0,-23.0
1784380780.479,13.65,171.70,192.83,2948,36076,70.0,-23.0
1784380781.484,14.99,171.70,192.83,3002,36450,70.0,-24.0
1784380782.491,15.93,171.70,192.83,3258,40478,70.0,-24.0
1784380783.496,15.50,171.75,192.79,3003,35887,70.0,-24.0
1784380784.502,15.40,171.75,192.79,2911,36136,70.0,-24.0
1784380785.509,15.38,171.75,192.79,3200,39868,70.0,-24.0
1784380786.516,15.02,171.75,192.79,2949,37271,70.0,-24.0
1784380787.522,14.32,171.86,192.67,2912,37146,70.0,-23.0
1784380788.528,13.68,171.86,192.68,3208,39699,70.0,-23.0
1784380789.535,13.22,171.86,192.68,2962,35699,70.0,-23.0
1784380790.540,14.74,171.86,192.68,3164,39694,70.0,-23.0
1784380791.545,13.65,171.91,192.62,2951,36132,70.0,-23.0
1784380792.551,14.53,171.80,192.73,2953,35418,70.0,-23.0
1784380793.557,16.75,171.90,192.63,3209,39884,70.0,-23.0
1784380794.563,14.78,171.96,192.57,2951,36905,70.0,-23.0
1784380795.570,15.42,171.84,192.69,3000,37411,70.0,-23.0
1784380796.576,15.20,171.84,192.69,3169,39769,70.0,-23.0
1784380797.582,14.36,171.90,192.63,2912,36330,70.0,-23.0
1784380798.587,16.02,171.95,192.58,3210,39520,70.0,-23.0
1784380799.594,13.83,171.95,192.58,2952,37173,70.0,-22.0
1784380800.604,15.05,171.95,192.58,3208,36283,70.0,-22.0
1784380801.611,14.74,172.01,192.52,2964,39572,70.0,-22.0
1784380802.618,16.18,172.01,192.52,2950,36230,70.0,-22.0
1784380803.625,15.56,172.01,192.52,2951,36578,70.0,-22.0
1784380804.631,14.85,172.07,192.46,3209,39284,70.0,-23.0
1784380805.637,15.16,172.00,192.53,2912,36263,70.0,-23.0
1784380806.643,14.32,172.06,192.47,2962,36663,70.0,-23.0
1784380807.649,14.88,172.12,192.41,3210,38788,70.0,-23.0
1784380808.655,16.10,172.18,192.36,2911,36041,70.0,-23.0
1784380809.661,15.37,172.15,192.38,3206,39805,70.0,-21.0
1784380810.668,14.04,172.21,192.32,2951,36288,70.0,-21.0
1784380811.676,15.06,172.21,192.32,2911,35671,70.0,-23.0
1784380812.682,16.30,172.27,192.27,3207,39651,70.0,-22.0
1784380813.688,14.99,172.27,192.27,2948,35979,70.0,-22.0
1784380814.695,12.97,172.27,192.27,3204,40135,70.0,-23.0
1784380815.702,14.71,172.24,192.29,3003,37034,70.0,-21.0
1784380816.708,14.39,172.24,192.29,3169,39610,70.0,-21.0
1784380817.714,15.44,172.15,192.38,2950,36404,70.0,-20.0
1784380818.721,15.71,172.11,192.43,2964,35604,70.0,-20.0
1784380819.728,16.46,172.16,192.37,3204,39139,70.0,-20.0
1784380820.734,13.65,172.16,192.37,2950,36510,70.0,-21.0
1784380821.741,15.94,172.16,192.37,3207,39161,70.0,-21.0
1784380822.748,13.86,172.16,192.37,2911,35801,70.0,-21.0
1784380823.754,15.44,172.16,192.37,3207,39729,70.0,-20.0
1784380824.760,15.16,172.10,192.43,2953,35686,70.0,-20.0
1784380825.766,13.37,172.36,192.17,2951,35949,70.0,-21.0
1784380826.771,15.21,172.27,192.26,3129,40024,70.0,-21.0
1784380827.778,15.16,172.21,192.32,2946,36268,70.0,-21.0
1784380828.784,13.86,172.27,192.26,3151,35924,70.0,-21.0
1784380829.792,14.74,172.27,192.26,3002,40094,70.0,-21.0
1784380830.798,14.53,172.27,192.26,2951,36743,70.0,-21.0
1784380831.805,16.06,172.29,192.24,3166,40034,70.0,-21.0
1784380832.811,14.99,172.23,192.30,2951,36318,70.0,-21.0
1784380833.817,15.23,172.23,192.30,2911,35946,70.0,-21.0
1784380834.823,14.57,172.29,192.24,3208,39462,70.0,-21.0
1784380835.829,14.95,172.28,192.25,2952,36403,70.0,-20.0
1784380836.836,14.67,172.28,192.25,2950,35558,70.0,-21.0
1784380837.842,18.92,172.49,192.04,7673,46460,70.0,-23.0
1784380838.848,15.17,172.49,192.04,3109,37031,70.0,-24.0
1784380839.855,15.93,172.52,192.01,3206,39160,70.0,-24.0
1784380840.864,13.33,172.52,192.01,2992,36632,70.0,-24.0
1784380841.870,15.57,172.58,191.95,3168,40697,70.0,-24.0
1784380842.875,14.96,172.52,192.01,2952,36216,70.0,-24.0
1784380843.881,14.78,172.58,191.95,2989,35931,70.0,-23.0
1784380844.888,15.97,172.58,191.95,3168,39747,70.0,-23.0
1784380845.894,15.20,172.52,192.01,2953,35959,70.0,-22.0
1784380846.899,15.40,172.58,191.95,3208,39079,70.0,-31.0
1784380847.905,14.81,172.58,191.95,3120,36709,70.0,-30.0
1784380848.911,14.43,172.57,191.96,3324,39985,70.0,-30.0
1784380849.917,13.90,172.51,192.02,3002,36878,70.0,-31.0
1784380850.923,13.40,172.51,192.02,2951,36546,70.0,-31.0
1784380851.929,15.16,172.51,192.02,3207,39224,70.0,-31.0
1784380852.936,13.50,172.52,192.02,2987,36448,70.0,-31.0
1784380853.942,14.11,172.52,192.02,3209,41242,70.0,-30.0
1784380854.948,14.60,172.52,192.02,2950,35574,70.0,-30.0
1784380855.954,14.11,172.46,192.07,3111,39138,70.0,-30.0
1784380856.960,13.75,172.50,192.03,3004,36522,70.0,-29.0
1784380857.965,14.21,172.56,191.97,2909,35509,70.0,-30.0
1784380858.971,15.33,172.56,191.97,3166,38976,70.0,-30.0
1784380859.977,15.69,172.56,191.97,2948,36406,70.0,-28.0
1784380860.983,14.53,172.53,192.00,3209,39442,70.0,-30.0
1784380861.989,13.68,172.53,192.00,2952,35487,70.0,-30.0
1784380862.997,14.18,172.53,192.00,3164,39895,70.0,-30.0
1784380864.002,15.85,172.53,192.00,2952,35775,70.0,-30.0
1784380865.008,14.78,172.59,191.94,2952,35673,70.0,-30.0
1784380866.014,14.07,172.59,191.94,3208,39785,70.0,-30.0
1784380867.020,15.02,172.59,191.94,2913,35680,70.0,-30.0
1784380868.025,13.53,172.70,191.84,3208,39178,70.0,-29.0
1784380869.035,13.86,172.57,191.96,2949,36900,70.0,-30.0
1784380870.043,14.74,172.62,191.91,2912,35684,70.0,-31.0
1784380871.048,14.95,172.62,191.91,3209,39719,70.0,-31.0
1784380872.055,13.50,172.63,191.90,2950,36777,70.0,-30.0
1784380873.061,12.50,172.63,191.90,3209,38891,70.0,-30.0
1784380874.069,14.14,172.69,191.84,2913,35778,70.0,-28.0
1784380875.074,13.03,172.69,191.84,2947,36893,70.0,-26.0
1784380876.080,13.65,172.69,191.84,3208,39140,70.0,-28.0
1784380877.087,12.56,172.75,191.78,2951,35704,70.0,-26.0
1784380878.093,15.23,172.75,191.78,2912,36418,70.0,-27.0
1784380879.098,14.32,172.75,191.78,3208,39234,70.0,-27.0
1784380880.104,13.83,172.81,191.72,2951,35502,70.0,-27.0
1784380881.109,14.68,172.69,191.84,3157,40526,70.0,-28.0
1784380882.116,14.53,172.75,191.78,2950,36217,70.0,-28.0
1784380883.122,14.50,172.75,191.78,2951,37341,70.0,-27.0
1784380884.129,16.18,172.71,191.82,3140,40012,70.0,-28.0
1784380885.136,14.95,172.77,191.76,2949,35585,70.0,-27.0
1784380886.143,14.99,172.83,191.70,3220,39326,70.0,-27.0
1784380887.149,14.67,172.71,191.82,2987,36877,70.0,-27.0
1784380888.156,14.71,172.70,191.84,3204,38849,70.0,-28.0
1784380889.163,14.50,172.81,191.72,2910,36195,70.0,-28.0
1784380890.170,13.72,172.75,191.78,2952,36515,70.0,-27.0
1784380891.177,13.86,172.70,191.84,3205,39401,70.0,-26.0
1784380892.184,15.16,172.75,191.78,2910,35753,70.0,-27.0
1784380893.190,15.93,172.75,191.78,2953,37019,70.0,-23.0
1784380894.196,15.31,172.75,191.78,3220,39460,70.0,-23.0
1784380895.203,12.31,172.81,191.72,2950,35299,70.0,-24.0
1784380896.210,15.65,172.75,191.78,3169,39908,70.0,-24.0
1784380897.216,14.95,172.70,191.84,2951,35587,70.0,-25.0
1784380898.222,14.50,172.75,191.78,3208,39174,70.0,-28.0
1784380899.228,14.71,172.75,191.78,2911,36324,70.0,-27.0
1784380900.235,13.47,172.72,191.81,2948,39360,70.0,-28.0
1784380901.241,16.26,172.66,191.88,2950,32428,70.0,-28.0
1784380902.248,14.25,172.71,191.82,3206,40132,70.0,-28.0
1784380903.255,12.81,173.05,191.48,2949,35721,70.0,-27.0
1784380904.261,14.14,173.01,191.52,3167,38903,70.0,-27.0
1784380905.268,15.94,173.01,191.52,2950,36694,70.0,-32.0
1784380906.274,16.01,173.07,191.46,2949,35883,70.0,-28.0
1784380907.283,15.82,173.07,191.46,3167,39429,70.0,-28.0
1784380908.289,13.90,173.11,191.42,2991,36681,70.0,-28.0
1784380909.296,14.71,173.11,191.42,3170,39065,70.0,-29.0
1784380910.303,14.36,173.11,191.42,2910,35767,70.0,-28.0
1784380911.309,16.34,173.11,191.42,2950,36034,70.0,-29.0
1784380912.315,14.50,173.23,191.30,3207,39544,70.0,-29.0
1784380913.321,15.05,173.22,191.31,2952,36069,70.0,-28.0
1784380914.327,13.28,173.22,191.31,2912,36437,70.0,-30.0
1784380915.333,14.39,173.28,191.25,3208,40114,70.0,-29.0
1784380916.339,14.25,173.28,191.25,3027,36267,70.0,-29.0
1784380917.346,16.22,173.28,191.25,3208,39508,70.0,-29.0
1784380918.353,14.11,173.28,191.25,2871,35840,70.0,-27.0
1784380919.359,15.06,173.28,191.25,3004,36129,70.0,-27.0
1784380920.365,13.86,173.28,191.25,3115,39426,70.0,-29.0
1784380921.371,14.04,173.34,191.20,3038,36148,70.0,-28.0
1784380922.377,14.39,173.34,191.20,3219,40120,70.0,-30.0
1784380923.382,13.65,173.25,191.29,2909,36629,70.0,-30.0
1784380924.388,13.15,173.25,191.29,2909,35975,70.0,-29.0
1784380925.396,13.90,173.18,191.35,3207,40054,70.0,-30.0
1784380926.402,13.47,173.18,191.35,2951,36806,70.0,-30.0
