time_s,x_m,y_m,yaw_rad,front_distance_m,left_distance_m,right_distance_m
0.0,-0.550000011920929,0.0,0.0,0.2373998910188675,inf,inf
0.118976429,-0.550000011920929,0.0,0.0,0.23703643679618835,inf,inf
0.222136082,-0.550000011920929,0.0,0.0,0.23301802575588226,inf,inf
0.334087365,-0.550000011920929,0.0,0.0,0.23214884102344513,inf,inf
0.453180822,-0.550000011920929,0.0,0.0,0.23696383833885193,inf,inf
0.566008013,-0.550000011920929,0.0,0.0,0.2329375445842743,inf,inf
0.682684019,-0.550000011920929,0.0,0.0,0.2365817278623581,inf,inf
0.796645668,-0.550000011920929,0.0,0.0,0.2334705889225006,inf,inf
0.931951728,-0.550000011920929,0.0,0.0,0.23399317264556885,inf,inf
1.046635885,-0.550000011920929,0.0,0.0,0.23544427752494812,inf,inf
1.163885619,-0.550000011920929,0.0,0.0,0.23498165607452393,inf,inf
1.270530089,-0.550000011920929,0.0,0.0,0.23485179245471954,inf,inf
1.380588884,-0.550000011920929,0.0,0.0,0.2358703315258026,inf,inf
1.503345505,-0.550000011920929,0.0,0.0,0.234051913022995,inf,inf
1.616315199,-0.550000011920929,0.0,0.0,0.23325344920158386,inf,inf
1.729704439,-0.550000011920929,0.0,0.0,0.23454649746418,inf,inf
1.842480359,-0.550000011920929,0.0,0.0,0.23439283668994904,inf,inf
1.964227511,-0.550000011920929,0.0,0.0,0.24072079360485077,inf,inf
2.07355158,-0.550000011920929,0.0,0.0,0.23459962010383606,inf,inf
2.191606012,-0.550000011920929,0.0,0.0,0.23675933480262756,inf,inf
2.306580946,-0.550000011920929,0.0,0.0,0.23729974031448364,inf,inf
2.415231114,-0.550000011920929,0.0,0.0,0.2385190725326538,inf,inf
2.535070614,-0.550000011920929,0.0,0.0,0.23616650700569153,inf,inf
2.644401126,-0.550000011920929,0.0,0.0,0.23463575541973114,inf,inf
2.759614748,-0.550000011920929,0.0,0.0,0.23716682195663452,inf,inf
2.868889868,-0.550000011920929,0.0,0.0,0.2332788109779358,inf,inf
2.98149294,-0.550000011920929,0.0,0.0,0.23859988152980804,inf,inf
3.089644511,-0.550000011920929,0.0,0.0,0.2388153374195099,inf,inf
3.206014178,-0.550000011920929,0.0,0.0,0.2359081655740738,inf,inf
3.338711151,-0.550000011920929,0.0,0.0,0.2317197173833847,inf,inf
3.452726294,-0.550000011920929,0.0,0.0,0.23679964244365692,inf,inf
3.587469639,-0.550000011920929,0.0,0.0,0.23691719770431519,inf,inf
3.69912908,-0.550000011920929,0.0,0.0,0.23563559353351593,inf,inf
3.818681128,-0.550000011920929,0.0,0.0,0.2378135472536087,inf,inf
3.921786753,-0.550000011920929,0.0,0.0,0.23859788477420807,inf,inf
4.031728831,-0.550000011920929,0.0,0.0,0.23292957246303558,inf,inf
4.14585993,-0.550000011920929,0.0,0.0,0.23773686587810516,inf,inf
4.254941428,-0.550000011920929,0.0,0.0,0.23572857677936554,inf,inf
4.368484708,-0.550000011920929,0.0,0.0,0.23735615611076355,inf,inf
4.473146993,-0.550000011920929,0.0,0.0,0.2328951507806778,inf,inf
4.586629947,-0.550000011920929,0.0,0.0,0.23610742390155792,inf,inf
4.70677255,-0.550000011920929,0.0,0.0,0.23827651143074036,inf,inf
4.825186411,-0.550000011920929,0.0,0.0,0.2364186942577362,inf,inf
4.933969578,-0.550000011920929,0.0,0.0,0.23748035728931427,inf,inf
5.053873562,-0.550000011920929,0.0,0.0,0.2360088974237442,inf,inf
5.16909726,-0.550000011920929,0.0,0.0,0.23057202994823456,inf,inf
5.279580767,-0.550000011920929,0.0,0.0,0.23237885534763336,inf,inf
5.394319628,-0.550000011920929,0.0,0.0,0.23678836226463318,inf,inf
5.527177651,-0.550000011920929,0.0,0.0,0.23623406887054443,inf,inf
5.64264511,-0.550000011920929,0.0,0.0,0.23594175279140472,inf,inf
5.775794556,-0.550000011920929,0.0,0.0,0.23547402024269104,inf,inf
5.889450272,-0.550000011920929,0.0,0.0,0.23107315599918365,inf,inf
6.027751922,-0.550000011920929,0.0,0.0,0.23808178305625916,inf,inf
6.143672517,-0.550000011920929,0.0,0.0,0.23389899730682373,inf,inf
6.276304122,-0.550000011920929,0.0,0.0,0.23502859473228455,inf,inf
6.391940408,-0.550000011920929,0.0,0.0,0.2347899228334427,inf,inf
6.526990174,-0.550000011920929,0.0,0.0,0.23630563914775848,inf,inf
6.64458654,-0.550000011920929,0.0,0.0,0.23286662995815277,inf,inf
6.774905953,-0.550000011920929,0.0,0.0,0.23930113017559052,inf,inf
6.875874779,-0.550000011920929,0.0,0.0,0.23326805233955383,inf,inf
6.988722191,-0.550000011920929,0.0,0.0,0.2344234585762024,inf,inf
7.089436398,-0.550000011920929,0.0,0.0,0.23380818963050842,inf,inf
7.20068439,-0.550000011920929,0.0,0.0,0.23944860696792603,inf,inf
7.304694843,-0.550000011920929,0.0,0.0,0.23522400856018066,inf,inf
7.408820354,-0.550000011920929,0.0,0.0,0.2421933114528656,inf,inf
7.518479206,-0.550000011920929,0.0,0.0,0.23683354258537292,inf,inf
7.629712768,-0.550000011920929,0.0,0.0,0.23600417375564575,inf,inf
7.743247693,-0.550000011920929,0.0,0.0,0.23716235160827637,inf,inf
7.858842564,-0.550000011920929,0.0,0.0,0.23730286955833435,inf,inf
7.977139726,-0.550000011920929,0.0,0.0,0.23823973536491394,inf,inf
8.097930964,-0.550000011920929,0.0,0.0,0.23325340449810028,inf,inf
8.209812372,-0.550000011920929,0.0,0.0,0.2375110238790512,inf,inf
8.320169073,-0.550000011920929,0.0,0.0,0.23360857367515564,inf,inf
8.437004877,-0.550000011920929,0.0,0.0,0.23715367913246155,inf,inf
8.551362826,-0.550000011920929,0.0,0.0,0.23828917741775513,inf,inf
8.661378285,-0.550000011920929,0.0,0.0,0.23581615090370178,inf,inf
8.777791158,-0.550000011920929,0.0,0.0,0.23879216611385345,inf,inf
8.90443339,-0.550000011920929,0.0,0.0,0.2358061671257019,inf,inf
9.0197185,-0.550000011920929,0.0,0.0,0.23574045300483704,inf,inf
9.138362972,-0.550000011920929,0.0,0.0,0.23645657300949097,inf,inf
9.255307766,-0.550000011920929,0.0,0.0,0.23387807607650757,inf,inf
9.387668989,-0.550000011920929,0.0,0.0,0.2355244904756546,inf,inf
9.503576185,-0.550000011920929,0.0,0.0,0.23519927263259888,inf,inf
9.636790565,-0.550000011920929,0.0,0.0,0.2349221408367157,inf,inf
9.752947027,-0.550000011920929,0.0,0.0,0.23616662621498108,inf,inf
9.887068586,-0.550000011920929,0.0,0.0,0.23422396183013916,inf,inf
9.999537642,-0.550000011920929,0.0,0.0,0.2367004007101059,inf,inf
10.136419132,-0.550000011920929,0.0,0.0,0.23799005150794983,inf,inf
10.250903017,-0.550000011920929,0.0,0.0,0.2363361269235611,inf,inf
10.38488534,-0.550000011920929,0.0,0.0,0.23390816152095795,inf,inf
10.50355123,-0.550000011920929,0.0,0.0,0.23648406565189362,inf,inf
10.63043949,-0.550000011920929,0.0,0.0,0.23437003791332245,inf,inf
10.742821844,-0.550000011920929,0.0,0.0,0.23768949508666992,inf,inf
10.865565974,-0.550000011920929,0.0,0.0,0.23932677507400513,inf,inf
10.983740132,-0.550000011920929,0.0,0.0,0.23695175349712372,inf,inf
11.11580708,-0.550000011920929,0.0,0.0,0.236663818359375,inf,inf
11.223024643,-0.550000011920929,0.0,0.0,0.23177804052829742,inf,inf
11.332993029,-0.550000011920929,0.0,0.0,0.23623771965503693,inf,inf
11.440565274,-0.550000011920929,0.0,0.0,0.23318806290626526,inf,inf
11.555635142,-0.550000011920929,0.0,0.0,0.2357461303472519,inf,inf
11.675774194,-0.550000011920929,0.0,0.0,0.237931489944458,inf,inf
