time_s,center_separation_m
0.073180587,1.0
0.091665449,1.0
0.18240487,1.0
0.226154435,1.0
0.298669063,1.0
0.334026959,1.0
0.419085345,1.0
0.482006074,1.0
0.543368291,1.0
0.597321089,1.0
0.653759228,1.0
0.694614357,1.0
0.798926387,1.0
0.839869586,1.0
0.910769318,1.0
0.949689182,1.0
1.024320162,1.0
1.064798011,1.0
1.161086984,1.0
1.177334211,1.0
1.272779568,1.0
1.33171037,1.0
1.367341032,1.0
1.421062554,1.0
1.523106452,1.0
1.54489229,1.0
1.622259613,1.0
1.676447227,1.0
1.717792838,1.0
1.79530564,1.0
1.851580198,1.0
1.890250438,1.0
1.945484652,1.0
2.044278906,1.0
2.066925078,1.0
2.141530573,1.0
2.176716371,1.0
2.238807572,1.0
2.293153845,1.0
2.368587627,1.0
2.383669085,1.0
2.464752196,1.0
2.516860444,1.0
2.578557119,1.0
2.616662936,1.0
2.684635616,1.0
2.729607475,1.0
2.803602357,1.0
2.859936344,1.0
2.893657605,1.0
2.95064468,1.0
3.041132846,1.0
3.091624985,1.0
3.120787847,1.0
3.202284168,1.0
3.258684778,1.0
3.320250733,1.0
3.375166471,1.0
3.405873383,1.0
3.464959661,1.0
3.542148672,1.0
3.600384989,1.0
3.63666214,1.0
3.708484147,0.99924635887146
3.74781779,0.99924635887146
3.831345424,0.9981160163879395
3.892388456,0.9981160163879395
3.927278697,0.9964832067489624
3.979917327,0.9964832067489624
4.038587863,0.9938455820083618
4.122379552,0.9938455820083618
4.16271613,0.9914591908454895
4.554700895,0.9914591908454895
4.586545593,0.9884448051452637
4.632662619,0.9884448051452637
4.677507212,0.9854303598403931
4.71552754,0.9854303598403931
4.775147708,0.9834207892417908
4.845642529,0.9834207892417908
4.905566078,0.9799039959907532
4.943492504,0.9799039959907532
5.017509993,0.9768896102905273
5.061792964,0.9768896102905273
5.134860485,0.9743775725364685
5.190236423,0.9743775725364685
5.227231603,0.9718655943870544
5.287007586,0.9718655943870544
5.365950811,0.9688512086868286
5.425258969,0.9688512086868286
5.458996987,0.9663391709327698
5.53802641,0.9663391709327698
5.59593089,0.9634503722190857
5.656232063,0.9634503722190857
5.711469946,0.9604359865188599
5.746434843,0.9604359865188599
5.809553183,0.9584264159202576
5.891317168,0.9584264159202576
5.947467996,0.9549095630645752
5.983220761,0.9549095630645752
6.062196439,0.9518951773643494
6.120000192,0.9518951773643494
6.177821163,0.9498855769634247
6.231539999,0.9498855769634247
6.268218875,0.9473735988140106
6.350851449,0.9473735988140106
6.411514015,0.9438567757606506
6.465305122,0.9438567757606506
6.503290984,0.9413447976112366
6.598350881,0.9413447976112366
6.637937517,0.9384559988975525
6.696211633,0.9384559988975525
6.748926082,0.9368859827518694
6.78901291,0.9368859827518694
6.868003807,0.9369487464448005
6.927234488,0.9369487464448005
6.981526919,0.9368860423580886
7.017872302,0.9368860423580886
7.117114923,0.9368860423580886
7.158829928,0.9368860423580886
7.212162233,0.9368860423580886
7.26886674,0.9368860423580886
7.311942716,0.9369473458097564
7.386971896,0.9369473458097564
7.442154092,0.9368870556523106
