unix_time_s,cpu_percent,mem_used_mb,mem_available_mb,net_rx_bytes_delta,net_tx_bytes_delta,wifi_link_quality,wifi_signal_dbm
1784387136.952,13.90,201.84,162.70,2909,36865,70.0,-35.0
1784387137.957,14.64,201.78,162.75,3208,39833,70.0,-37.0
1784387138.967,13.03,201.78,162.75,2911,36588,70.0,-35.0
1784387139.972,14.57,201.78,162.75,3209,40578,70.0,-37.0
1784387140.978,13.86,201.84,162.70,2952,36812,70.0,-36.0
1784387141.985,14.29,201.84,162.70,3167,40228,70.0,-37.0
1784387142.990,15.52,201.84,162.70,3004,36873,70.0,-36.0
1784387143.996,13.93,201.84,162.70,2907,36499,70.0,-36.0
1784387145.002,13.58,201.84,162.70,3259,39997,70.0,-36.0
1784387146.008,14.81,201.84,162.70,2910,36754,70.0,-35.0
1784387147.012,13.90,201.84,162.70,2951,36197,70.0,-36.0
1784387148.019,14.99,201.84,162.70,3209,40708,70.0,-35.0
1784387149.025,14.11,201.84,162.70,2911,36476,70.0,-36.0
1784387150.031,15.93,201.89,162.64,3208,40109,70.0,-36.0
1784387151.037,14.29,201.95,162.58,2952,36695,70.0,-36.0
1784387152.042,13.18,201.95,162.58,2951,37230,70.0,-36.0
1784387153.049,14.47,201.95,162.58,3209,40101,70.0,-35.0
1784387154.056,13.90,201.89,162.64,2950,37395,70.0,-36.0
1784387155.063,14.29,201.89,162.64,2911,36572,70.0,-36.0
1784387156.069,14.67,201.95,162.58,3244,39990,70.0,-36.0
1784387157.075,15.85,201.95,162.58,2911,36406,70.0,-36.0
1784387158.081,14.32,202.01,162.52,3207,40326,70.0,-35.0
1784387159.086,14.91,202.01,162.52,2952,36113,70.0,-36.0
1784387160.092,15.61,201.98,162.55,2952,36206,70.0,-36.0
1784387161.098,15.14,201.98,162.55,3128,39946,70.0,-36.0
1784387162.103,16.55,201.98,162.55,2951,36300,70.0,-36.0
1784387163.110,13.83,201.98,162.55,3202,40282,70.0,-36.0
1784387164.117,14.95,201.98,162.55,2912,36375,70.0,-36.0
1784387165.123,14.95,202.04,162.50,3205,39834,70.0,-36.0
1784387166.130,15.46,202.04,162.50,2951,36965,70.0,-36.0
1784387167.137,13.68,202.03,162.50,3206,39987,70.0,-36.0
1784387168.143,15.16,201.97,162.56,2923,36325,70.0,-36.0
1784387169.150,15.10,201.97,162.56,3167,40451,70.0,-36.0
1784387170.156,15.97,202.03,162.50,3044,36460,70.0,-35.0
1784387171.162,15.50,202.03,162.50,2907,37313,70.0,-35.0
1784387172.168,14.53,202.03,162.50,2951,37791,70.0,-37.0
1784387173.174,16.01,202.03,162.50,3246,40616,70.0,-37.0
1784387174.179,15.78,202.03,162.50,2872,35991,70.0,-36.0
1784387175.185,15.23,202.09,162.45,3209,40384,70.0,-36.0
1784387176.192,14.14,202.05,162.48,2898,36300,70.0,-36.0
1784387177.199,14.07,201.99,162.54,3154,36592,70.0,-35.0
1784387178.205,14.25,201.97,162.56,3004,39910,70.0,-36.0
1784387179.212,15.10,201.97,162.56,2869,36197,70.0,-35.0
1784387180.218,14.43,202.03,162.50,3207,40199,70.0,-37.0
1784387181.223,12.75,202.03,162.50,3001,37129,70.0,-37.0
1784387182.229,15.44,201.97,162.56,3167,39556,70.0,-36.0
1784387183.235,14.07,202.03,162.50,2949,36025,70.0,-37.0
1784387184.241,14.29,202.03,162.50,3207,40678,70.0,-36.0
1784387185.247,14.46,202.03,162.50,2952,35978,70.0,-36.0
1784387186.253,15.56,202.03,162.50,2913,36688,70.0,-35.0
1784387187.258,14.99,202.15,162.38,3207,40497,70.0,-36.0
1784387188.264,13.40,202.09,162.44,2912,36574,70.0,-36.0
1784387189.271,14.36,202.15,162.38,3208,40463,70.0,-35.0
1784387190.278,13.47,202.13,162.40,2987,37385,70.0,-29.0
1784387191.283,13.68,202.13,162.40,3155,36203,70.0,-28.0
1784387192.289,13.15,202.13,162.40,3004,39564,70.0,-28.0
1784387193.295,13.10,202.19,162.34,2911,37038,70.0,-28.0
1784387194.302,13.90,202.13,162.40,3208,40056,70.0,-28.0
1784387195.308,13.22,202.13,162.40,2951,36431,70.0,-29.0
1784387196.315,14.74,202.17,162.36,3154,41126,70.0,-28.0
1784387197.321,13.72,202.23,162.30,2962,37160,70.0,-28.0
1784387198.327,12.75,202.23,162.30,2953,36410,70.0,-28.0
1784387199.332,13.22,202.23,162.30,3210,40255,70.0,-28.0
1784387200.340,12.72,202.23,162.30,2911,36203,70.0,-28.0
1784387201.347,13.93,202.23,162.30,2949,36408,70.0,-28.0
1784387202.353,15.76,202.16,162.37,3287,41619,70.0,-28.0
1784387203.359,14.99,202.22,162.31,2909,36303,70.0,-28.0
1784387204.364,13.22,202.28,162.25,3168,40043,70.0,-29.0
1784387205.370,15.89,202.28,162.25,2949,36894,70.0,-28.0
1784387206.376,14.74,202.28,162.25,2952,35904,70.0,-29.0
1784387207.385,14.78,202.22,162.31,3168,40299,70.0,-28.0
1784387208.391,15.20,202.21,162.32,3004,36675,70.0,-28.0
1784387209.396,14.46,202.21,162.32,3156,40012,70.0,-28.0
1784387210.402,14.32,202.21,162.32,3004,36402,70.0,-28.0
1784387211.408,16.46,202.33,162.20,2911,37072,70.0,-29.0
1784387212.414,16.26,202.33,162.20,3206,40128,70.0,-29.0
1784387213.423,15.98,202.39,162.14,2949,38209,70.0,-28.0
1784387214.430,14.50,202.33,162.20,3169,40485,70.0,-29.0
1784387215.437,14.74,202.33,162.20,2990,36491,70.0,-29.0
1784387216.443,14.21,202.39,162.14,3029,40077,70.0,-29.0
1784387217.449,15.29,202.39,162.14,3247,43417,70.0,-28.0
1784387218.455,13.65,202.45,162.09,2951,36153,70.0,-29.0
1784387219.460,14.04,202.48,162.05,2910,36590,70.0,-28.0
1784387220.468,16.67,202.48,162.05,3248,41402,70.0,-28.0
1784387221.474,14.32,202.48,162.05,2948,36756,70.0,-29.0
1784387222.480,15.06,202.48,162.05,3170,39772,70.0,-29.0
1784387223.486,14.29,202.48,162.05,3025,37498,70.0,-28.0
1784387224.492,14.99,202.59,161.94,2952,36585,70.0,-28.0
1784387225.499,15.53,202.71,161.82,3167,41049,70.0,-28.0
1784387226.505,15.80,202.71,161.82,2949,37136,70.0,-28.0
1784387227.511,14.74,202.65,161.88,3259,40995,70.0,-28.0
1784387228.516,15.02,202.65,161.88,2948,36678,70.0,-28.0
1784387229.527,13.68,202.59,161.94,3167,40642,70.0,-28.0
1784387230.533,13.90,202.58,161.95,2952,36497,70.0,-29.0
1784387231.540,15.76,202.52,162.01,2951,37135,70.0,-29.0
1784387232.546,15.20,202.58,161.95,3208,40105,70.0,-28.0
1784387233.552,14.53,202.58,161.95,2977,36853,70.0,-29.0
1784387234.558,14.53,202.64,161.89,3204,40762,70.0,-28.0
1784387235.565,15.50,202.58,161.95,2949,37310,70.0,-29.0
1784387236.571,15.12,202.64,161.89,3124,39351,70.0,-29.0
1784387237.578,14.95,202.57,161.96,2952,36669,70.0,-28.0
1784387238.585,15.20,202.57,161.96,3208,40323,70.0,-28.0
1784387239.591,14.11,202.52,162.02,2947,35728,70.0,-28.0
1784387240.598,14.99,202.52,162.02,2951,38618,70.0,-28.0
1784387241.604,15.21,202.57,161.96,3288,43390,70.0,-28.0
1784387242.611,13.43,202.56,161.97,2910,37870,70.0,-29.0
1784387243.618,14.25,202.56,161.97,3209,40027,70.0,-28.0
1784387244.625,15.20,202.56,161.97,2908,36299,70.0,-28.0
1784387245.632,14.95,202.56,161.97,3210,39961,70.0,-28.0
1784387246.639,14.46,202.56,161.97,2949,36476,70.0,-28.0
1784387247.645,14.04,202.62,161.91,2949,36624,70.0,-28.0
1784387248.652,14.36,202.62,161.91,3204,41075,70.0,-29.0
1784387249.658,14.99,202.68,161.86,2912,37120,70.0,-28.0
1784387250.664,13.97,202.68,161.86,3207,41229,70.0,-28.0
1784387251.671,15.37,202.68,161.86,2912,36495,70.0,-28.0
1784387252.677,13.90,202.62,161.91,2950,37664,70.0,-29.0
1784387253.682,14.43,202.68,161.86,3246,41849,70.0,-29.0
1784387254.688,14.39,202.67,161.86,2908,39438,70.0,-28.0
1784387255.694,14.99,202.66,161.87,3004,37485,70.0,-28.0
1784387256.700,14.50,202.83,161.70,3208,41524,70.0,-28.0
1784387257.706,15.61,202.89,161.64,2988,37032,70.0,-28.0
1784387258.713,13.47,202.89,161.64,3208,40005,70.0,-28.0
1784387259.720,13.47,202.89,161.64,2908,36677,70.0,-28.0
1784387260.725,13.47,202.95,161.59,3246,40461,70.0,-28.0
1784387261.732,13.22,202.95,161.59,2950,37089,70.0,-29.0
1784387262.739,15.06,202.95,161.59,2910,37060,70.0,-29.0
1784387263.746,15.44,203.00,161.53,3207,39933,70.0,-28.0
1784387264.752,13.60,202.95,161.59,2951,36361,70.0,-28.0
1784387265.758,15.10,203.00,161.53,3209,39839,70.0,-28.0
1784387266.764,14.14,203.00,161.53,2912,35936,70.0,-28.0
1784387267.770,13.86,202.89,161.64,3206,40246,70.0,-29.0
1784387268.775,11.22,202.89,161.64,2952,36807,70.0,-28.0
1784387269.781,13.15,203.00,161.53,2952,36300,70.0,-29.0
1784387270.787,14.21,203.00,161.53,3284,42318,70.0,-29.0
1784387271.793,13.00,203.07,161.46,2990,37947,70.0,-29.0
1784387272.799,13.83,203.01,161.52,3208,39773,70.0,-28.0
1784387273.804,14.04,203.06,161.47,2912,36383,70.0,-28.0
1784387274.810,13.57,203.06,161.47,3208,40050,70.0,-28.0
1784387275.816,15.33,203.06,161.47,2992,36139,70.0,-28.0
1784387276.822,13.18,203.00,161.53,2910,36197,70.0,-28.0
1784387277.827,15.48,203.06,161.47,3168,40617,70.0,-28.0
1784387278.833,14.78,203.12,161.41,2991,37172,70.0,-29.0
1784387279.840,14.25,203.09,161.44,3168,40221,70.0,-29.0
1784387280.847,15.23,203.15,161.38,2910,36590,70.0,-29.0
1784387281.854,13.68,203.21,161.32,2951,37117,70.0,-29.0
1784387282.860,13.43,203.21,161.32,3207,39852,70.0,-28.0
1784387283.867,12.78,203.14,161.39,2951,36371,70.0,-28.0
1784387284.873,13.75,203.20,161.34,3169,39950,70.0,-28.0
1784387285.878,13.90,203.19,161.34,2951,36482,70.0,-28.0
1784387286.884,14.07,203.19,161.34,3157,40104,70.0,-28.0
1784387287.890,14.18,203.19,161.34,3004,36483,70.0,-28.0
1784387288.896,14.18,203.19,161.34,2912,36895,70.0,-29.0
1784387289.901,13.83,203.13,161.40,3207,40051,70.0,-28.0
1784387290.907,15.20,203.07,161.46,2952,36591,70.0,-28.0
1784387291.914,13.25,203.13,161.40,3202,41618,70.0,-29.0
1784387292.920,15.12,203.13,161.40,2952,37495,70.0,-28.0
1784387293.925,14.07,203.13,161.40,2990,37433,70.0,-28.0
1784387294.932,14.50,203.13,161.40,3248,41581,70.0,-29.0
1784387295.938,14.67,203.13,161.40,2949,42111,70.0,-28.0
1784387296.943,14.21,203.13,161.40,3205,36318,70.0,-28.0
1784387297.949,13.73,203.13,161.40,2951,36764,70.0,-28.0
1784387298.955,14.29,203.07,161.46,3170,40217,70.0,-28.0
1784387299.961,13.43,203.07,161.46,2909,36023,70.0,-28.0
1784387300.966,13.65,203.07,161.46,3203,40763,70.0,-29.0
1784387301.972,15.38,203.01,161.52,2912,36413,70.0,-28.0
1784387302.978,14.32,203.01,161.52,2950,37051,70.0,-29.0
1784387303.984,15.02,203.07,161.46,3205,40030,70.0,-29.0
1784387304.990,14.74,203.12,161.41,2947,38704,70.0,-28.0
1784387305.996,14.60,203.07,161.46,3207,42092,70.0,-28.0
1784387307.003,14.07,203.07,161.46,2953,37035,70.0,-28.0
1784387308.009,15.94,203.07,161.46,3157,40856,70.0,-28.0
1784387309.016,14.81,203.01,161.52,3016,36117,70.0,-28.0
1784387310.022,14.78,203.07,161.46,2952,36589,70.0,-28.0
1784387311.028,15.42,203.07,161.46,3196,40720,70.0,-28.0
1784387312.034,15.40,203.07,161.46,2961,36661,70.0,-28.0
1784387313.041,15.48,203.12,161.41,2913,36306,70.0,-29.0
1784387314.047,14.71,203.13,161.40,3207,40625,70.0,-28.0
1784387315.053,14.60,203.13,161.40,2952,36694,70.0,-28.0
1784387316.059,15.82,203.06,161.47,3155,36674,70.0,-29.0
1784387317.065,14.64,203.12,161.41,2964,40588,70.0,-28.0
1784387318.072,13.93,203.12,161.41,2950,35941,70.0,-29.0
1784387319.079,14.91,203.12,161.41,3208,40748,70.0,-29.0
1784387320.086,13.65,203.18,161.35,2950,35999,70.0,-28.0
1784387321.093,13.86,203.18,161.35,3219,40227,70.0,-35.0
1784387322.099,14.39,203.22,161.31,2953,36772,70.0,-38.0
1784387323.106,14.95,203.16,161.37,3155,39816,70.0,-36.0
1784387324.113,13.18,203.16,161.37,3003,38636,70.0,-36.0
1784387325.118,15.59,203.16,161.37,2989,37629,70.0,-36.0
1784387326.125,14.39,203.23,161.30,3210,40025,70.0,-36.0
1784387327.131,14.99,203.17,161.36,2951,36228,70.0,-36.0
1784387328.137,14.11,203.23,161.30,3166,40397,70.0,-36.0
1784387329.143,13.86,203.17,161.36,2949,36700,70.0,-35.0
1784387330.149,13.93,203.17,161.36,3210,40006,70.0,-35.0
1784387331.155,14.43,203.23,161.30,2912,37672,70.0,-36.0
1784387332.162,13.25,203.20,161.33,2950,36616,70.0,-37.0
1784387333.169,14.21,203.20,161.33,3209,40703,70.0,-35.0
1784387334.175,14.32,203.37,161.16,2951,36562,70.0,-37.0
1784387335.181,15.80,203.36,161.17,3114,40152,70.0,-35.0
1784387336.188,14.32,203.36,161.17,3041,37248,70.0,-36.0
1784387337.194,12.78,203.41,161.12,3166,40372,70.0,-37.0
1784387338.201,14.91,203.47,161.06,3004,36457,70.0,-35.0
