time_s,linear_mps,angular_rps
39.015443131,0.0,0.0
39.073750299,0.0,0.0
39.108771981,0.0,0.0
39.164565651,0.0,0.0
39.205397529,0.0,0.0
39.284038787,0.0,0.0
39.320821167,0.0,0.0
39.376773337,0.0,0.0
39.413411518,0.0,0.0
39.493214474,0.0,0.0
39.534919352,0.0,0.0
39.593866719,0.0,0.0
39.6293156,0.0,0.0
39.688955567,0.0,0.0
39.73895354,0.0,0.0
39.796448108,0.0,0.0
39.835613387,0.0,0.0
39.891059356,0.0,0.0
39.928897936,0.0,0.0
40.001427696,0.0,0.0
40.040544296,0.0,0.0
40.096835649,0.0,0.0
40.133834484,0.0,0.0
40.194555741,0.0,0.0
40.248528692,0.0,0.0
40.308083247,0.0,0.0
40.343411881,0.0,0.0
40.400558534,0.0,0.0
40.439899971,0.0,0.0
40.508478535,0.0,0.0
40.545204669,0.0,0.0
40.601779521,0.0,0.0
40.637954455,0.0,0.0
40.70840232,0.0,0.0
40.749997758,0.0,0.0
40.804738709,0.0,0.0
40.841735343,0.0,0.0
40.898099495,0.0028385725999896753,0.0
40.943657437,0.005106939699999202,0.0
41.026521914,0.009252803549998134,0.0
41.06554385,0.011212665349989947,0.0
41.120118301,0.013925072849997376,0.0
41.177201354,0.015,0.0
41.226592899,0.015,0.0
41.257515928,0.015,0.0
41.309800576,0.015,0.0
41.347462811,0.015,0.0
41.407838867,0.015,0.0
41.471633826,0.015,0.0
41.530374379,0.015,0.0
41.565800212,0.015,0.0
41.620945062,0.015,0.0
41.6622153,0.015,0.0
41.734841566,0.015,0.0
41.785593012,0.015,0.0
41.842868464,0.015,0.0
41.878382997,0.015,0.0
41.93658425,0.015,0.0
41.975784585,0.015,0.0
42.066887469,0.015,0.0
42.107241005,0.015,0.0
42.164215957,0.015,0.0
42.199439389,0.015,0.0
42.258358143,0.015,0.0
42.298223379,0.015,0.0
42.391975265,0.015,0.0
42.429796299,0.015,0.0
42.48522915,0.015,0.0
42.50782857,0.015,0.0
42.521349582,0.015,0.0
42.526578287,0.015,0.0
42.539759799,0.015,0.0
42.545784404,0.015,0.0
42.560016817,0.015,0.0
42.566359022,0.015,0.0
42.573647529,0.015,0.0
42.582278537,0.015,0.0
42.590838944,0.015,0.0
42.596228849,0.015,0.0
42.609015261,0.015,0.0
42.615981667,0.015,0.0
42.628067978,0.015,0.0
42.632767382,0.015,0.0
42.651444299,0.015,0.0
42.659005706,0.015,0.0
42.678796723,0.015,0.0
42.68623573,0.015,0.0
42.706899949,0.015,0.0
42.720207561,0.015,0.0
42.737595276,0.015,0.0
42.747354385,0.015,0.0
42.762435599,0.015,0.0
42.769126405,0.015,0.0
42.785523119,0.015,0.0
42.792743626,0.015,0.0
42.813017544,0.015,0.0
42.822218152,0.015,0.0
42.838904167,0.015,0.0
42.845681173,0.015,0.0
42.858724385,0.015,0.0
42.863534789,0.015,0.0
42.878345903,0.015,0.0
42.882291206,0.015,0.0
42.890102213,0.015,0.0
42.900274222,0.015,0.0
42.909682731,0.015,0.0
42.913784535,0.015,0.0
42.926606946,0.015,0.0
42.931665851,0.015,0.0
42.942901961,0.015,0.0
42.947914465,0.015,0.0
42.955871672,0.015,0.0
42.96381758,0.015,0.0
42.972098287,0.015,0.0
42.976542491,0.015,0.0
42.989776803,0.015,0.0
42.996119309,0.015,0.0
43.007719419,0.015,0.0
43.013711424,0.015,0.0
43.021110031,0.015,0.0
43.029003038,0.014226629300005697,-0.023201120999829072
43.037822446,0.013341508499993323,-0.04975474500020027
43.044815952,0.012615867900003649,-0.0715239629998905
43.055677762,0.011717147100002875,-0.09848558699991372
43.059007865,0.01118122659999244,-0.11456320200022674
43.068448574,0.01033012580000104,-0.14009622599996874
43.077490182,0.01,-0.1672810500003834
43.08632639,0.01,-0.19589297399988936
43.096522499,0.01,-0.2224729980000575
43.103411105,0.01,-0.2464691190002668
43.111556412,0.01,-0.26756153999986054
43.125771425,0.01,-0.3137213820002671
43.130482929,0.01,-0.32881199400003425
43.144420742,0.01,-0.36669422700015275
43.150862448,0.01,-0.38917984799991245
43.163428859,0.01,-0.4263477810002314
43.170996666,0.01,-0.4474198020000131
43.183592277,0.01,-0.45
43.190905584,0.01,-0.45
43.204306996,0.01,-0.45
43.210816701,0.01,-0.45
43.219347309,0.01,-0.45
43.227126816,0.01,-0.45
43.235923124,0.009105799199992362,-0.4142319679996945
43.246429233,0.008144978400000584,-0.3757991360000233
43.254414241,0.007258137600010743,-0.34032550400042966
43.260306746,0.006660477000000357,-0.31641908000001423
43.273214358,0.006,-0.3
43.279869663,0.006,-0.3
43.290706673,0.006,-0.3
43.296980479,0.006,-0.3
43.30885139,0.006,-0.3
43.314432495,0.006,-0.3
43.325303104,0.006,-0.3
43.33216611,0.006,-0.3
43.34234992,0.006,-0.3
43.350639127,0.006,-0.3
43.361241337,0.006,-0.3
43.367031542,0.006,-0.3
43.379074153,0.006,-0.3
43.384653458,0.006,-0.3
43.395977668,0.006,-0.3
43.402353974,0.006,-0.3
43.411608282,0.006,-0.3
43.418609488,0.006,-0.3
43.431073799,0.006,-0.3
43.441234608,0.006,-0.3
43.445070612,0.006,-0.3
43.452569519,0.006,-0.3
43.46551693,0.006,-0.3
43.470162334,0.006,-0.3
43.481608044,0.006,-0.3
43.488739651,0.006,-0.3
43.49921096,0.006,-0.3
43.506041366,0.006,-0.3
43.513806573,0.006,-0.3
43.526369484,0.006,-0.3
43.53313629,0.006,-0.3
43.541355297,0.006,-0.3
43.552156107,0.006,-0.3
43.556334611,0.006,-0.3
43.569392522,0.006,-0.3
43.576826929,0.006,-0.3
43.588693339,0.006,-0.3
43.595386845,0.006,-0.3
43.609606958,0.006,-0.3
43.611619259,0.006,-0.3
43.618862366,0.006,-0.3
43.625964572,0.006,-0.3
43.63444028,0.006,-0.3
43.640923885,0.006,-0.3
43.650015193,0.006,-0.3
43.659158202,0.006,-0.3
43.66826991,0.006,-0.3
43.673664414,0.006,-0.3
43.682117822,0.006,-0.3
43.689921429,0.006,-0.3
43.700771338,0.006,-0.3
43.705813243,0.006,-0.3
43.715879152,0.006,-0.3
43.721811157,0.006,-0.3
43.734093668,0.006,-0.3
43.741782575,0.006,-0.3
43.755253587,0.006,-0.3
43.761569892,0.006,-0.3
43.776716006,0.006,-0.3
43.785844614,0.006,-0.3
43.789612517,0.006,-0.3
43.797469524,0.006,-0.3
43.806969932,0.006,-0.3
43.812028337,0.006,-0.3
43.822944147,0.006,-0.3
43.829478952,0.006,-0.3
43.840096962,0.006,-0.3
43.842855464,0.006,-0.3
43.851938172,0.006,-0.3
43.859385979,0.006,-0.3
43.868835487,0.006,-0.3
43.875470593,0.006,-0.3
43.886594503,0.006,-0.3
43.893997309,0.006,-0.3
43.90635262,0.006,-0.3
43.910345624,0.006,-0.3
43.924568026,0.006,-0.3
43.927224725,0.006,-0.3
43.93611272,0.006,-0.3
43.944944715,0.006,-0.3
43.95529731,0.006,-0.3
43.961728107,0.006,-0.3
43.9746816,0.006,-0.3
43.979859998,0.006,-0.3
43.990968392,0.006,-0.3
43.996652089,0.006,-0.3
44.004972085,0.006,-0.3
44.01358708,0.006,-0.3
44.024289275,0.006,-0.3
44.03380407,0.006,-0.3
44.043057865,0.006,-0.3
44.051852261,0.006,-0.3
44.059879957,0.006,-0.3
44.067489653,0.006,-0.3
44.076569248,0.006,-0.3
44.083268445,0.006,-0.3
44.096120238,0.006,-0.3
44.101344435,0.006,-0.3
44.110600031,0.006,-0.3
44.118572727,0.006,-0.3
44.128609421,0.006,-0.3
44.137194917,0.006,-0.3
44.146602512,0.006,-0.3
44.152051909,0.006,-0.3
44.164590303,0.006,-0.3
44.169538,0.006,-0.3
44.179979295,0.006,-0.3
44.185186492,0.006,-0.3
44.193845988,0.006,-0.3
44.201827784,0.006,-0.3
44.20932058,0.006,-0.3
44.214741877,0.006,-0.3
44.226753171,0.006,-0.3
44.231193169,0.006212839899995742,-0.2829728080003406
44.239984564,0.006612534699996559,-0.2509972240002753
44.24902316,0.007078604450003695,-0.21371164399970438
44.257270456,0.007515994249996311,-0.17872046000029512
44.26797435,0.0080536689499977,-0.13570648400018398
44.276301546,0.008476053750001484,-0.10191569999988132
44.281605343,0.00874252860000388,-0.08059771199968963
44.297216435,0.00952348820000543,-0.018120943999565486
44.301171533,0.009688128149997283,-0.004949748000217358
44.316275025,0.01,0.0
44.322852522,0.01,0.0
44.335879115,0.01,0.0
44.343671911,0.01,0.0
44.352798107,0.01,0.0
44.360334503,0.01,0.0
44.375668295,0.01,0.0
44.381012392,0.01,0.0
44.390041488,0.01,0.0
44.397384784,0.01,0.0
44.40573428,0.01,0.0
44.410359477,0.01,0.0
44.423295171,0.01,0.0
44.428774768,0.01,0.0
44.441001162,0.01,0.0
44.447584658,0.01,0.0
44.455103254,0.01,0.0
44.466565948,0.01,0.0
44.474654044,0.01,0.0
44.480695441,0.01,0.0
44.493234634,0.01,0.0
44.499120031,0.01,0.0
44.510867325,0.01,0.0
44.517308622,0.01,0.0
44.528917716,0.01,0.0
44.535151312,0.01,0.0
44.544363007,0.01,0.0
44.551447004,0.01,0.0
44.559293,0.01,0.0
44.565304396,0.01,0.0
44.575832891,0.01,0.0
44.581890388,0.01,0.0
44.595530281,0.01,0.0
44.599278679,0.01,0.0
44.611174272,0.01,0.0
44.618367869,0.01,0.0
44.631148362,0.01,0.0
44.636199159,0.01,0.0
44.647046554,0.01,0.0
44.652362551,0.01,0.0
44.659773247,0.01,0.0
44.668445642,0.01,0.0
44.679393637,0.01,0.0
44.688915032,0.01,0.0
44.698255227,0.01,0.0
44.704624423,0.01,0.0
44.714874918,0.01,0.0
44.723746113,0.01,0.0
44.734104508,0.01,0.0
44.738976705,0.01,0.0
44.746247201,0.01,0.0
44.754825897,0.01,0.0
44.761734793,0.01,0.0
44.76776769,0.01,0.0
44.779187084,0.01,0.0
44.785605181,0.01,0.0
44.795861475,0.01,0.0
44.801368573,0.01,0.0
44.812203367,0.01,0.0
44.819096463,0.01,0.0
44.827278759,0.01,0.0
44.832689056,0.01,0.0
44.84430885,0.01,0.0
44.849949347,0.01,0.0
44.864433839,0.01,0.0
44.867972338,0.01,0.0
44.880906931,0.01,0.0
44.886463928,0.01,0.0
44.894636924,0.01,0.0
44.903877419,0.01,0.0
44.913278314,0.01,0.0
44.921738909,0.01,0.0
44.932859003,0.01,0.0
44.937551201,0.01,0.0
44.949103295,0.01,0.0
44.954547792,0.01,0.0
44.966136986,0.01,0.0
44.971512183,0.01,0.0
44.980777578,0.01,0.0
44.989739974,0.01,0.0
44.99618217,0.01,0.0
45.002675167,0.01,0.0
45.01591016,0.01,0.0
45.021961557,0.01,0.0
45.03382435,0.01,0.0
45.038489948,0.01,0.0
45.046973644,0.01,0.0
45.056736838,0.01,0.0
45.063836935,0.01,0.0
45.069076532,0.01,0.0
45.081757125,0.01,0.0
45.088984221,0.01,0.0
45.100937315,0.01,0.0
45.107639912,0.01,0.0
45.120781305,0.01,0.0
45.127550401,0.01,0.0
45.140051495,0.01,0.0
45.144595092,0.01,0.0
45.152496788,0.01,0.0
45.160603684,0.01,0.0
45.170503179,0.01,0.0
45.177896975,0.01,0.0
45.189732669,0.01,0.0
45.196227165,0.01,0.0
45.208740759,0.01,0.0
45.212681557,0.01,0.0
45.226823049,0.01,0.0
45.235265945,0.01,0.0
45.246175839,0.01,0.0
45.251807236,0.01,0.0
45.265975229,0.01,0.0
45.273223725,0.01,0.0
45.280886621,0.01,0.0
45.288815517,0.01,0.0
45.296487712,0.01,0.0
45.30137811,0.01,0.0
45.312832404,0.01,0.0
45.317183502,0.01,0.0
45.328802296,0.01,0.0
45.333556593,0.01,0.0
45.342966388,0.01,0.0
45.352578183,0.01,0.0
45.361233978,0.01,0.0
45.370269074,0.01,0.0
45.379345869,0.01,0.0
45.387238465,0.01,0.0
45.400133758,0.01,0.0
45.405418855,0.01,0.0
45.416985949,0.01,0.0
45.423430246,0.01,0.0
45.43511234,0.01,0.0
45.443535335,0.01,0.0
45.451947231,0.01,0.0
45.461803726,0.01,0.0
45.469888021,0.01,0.0
45.480304916,0.01,0.0
45.49021771,0.01,0.0
45.495222308,0.01,0.0
45.506548202,0.01,0.0
45.512483398,0.01,0.0
45.526206291,0.01,0.0
45.529255589,0.01,0.0
45.539274184,0.01,0.0
45.548527379,0.01,0.0
45.556342375,0.01,0.0
45.560997572,0.01,0.0
45.572895966,0.01,0.0
45.578752763,0.01,0.0
45.591110856,0.01,0.0
45.598592652,0.01,0.0
45.611331545,0.01,0.0
45.616042543,0.01,0.0
45.628526936,0.01,0.0
45.633846033,0.01,0.0
45.645330627,0.01,0.0
45.653432922,0.01,0.0
45.662743117,0.01,0.0
45.672170612,0.01,0.0
45.680475808,0.01,0.0
45.686185905,0.01,0.017694890999791824
45.699776598,0.01,0.05885007000006226
45.704540895,0.01,0.0739751610001349
45.719763387,0.01,0.11993933700023263
45.724514184,0.01,0.13377262800008793
45.735986678,0.01,0.168437909999966
45.740136976,0.01,0.18
45.748644771,0.01,0.18
45.758450366,0.01,0.18
45.767517861,0.01,0.18
45.773919458,0.01,0.18
45.783952852,0.01,0.18
45.791099848,0.01,0.18
45.802095242,0.01,0.18
45.809839538,0.01,0.18
45.816064735,0.01,0.18
45.824192831,0.01,0.18
45.832429726,0.01,0.18
45.839157922,0.01,0.18
45.851110016,0.01,0.18
45.856469813,0.01,0.18
45.867653407,0.01,0.18
45.872375905,0.01,0.18
45.882480799,0.01,0.18
45.891429694,0.01,0.18
45.90034729,0.01,0.18
45.910991484,0.01,0.18
45.916629281,0.01,0.18
45.922990177,0.01,0.18
45.934747971,0.01,0.18
45.938928469,0.01,0.18
45.948102964,0.01,0.18
45.957320659,0.01,0.18
45.966991654,0.01,0.18
45.975884549,0.01,0.18
45.984275244,0.01,0.18
45.989516842,0.01,0.18
46.001815135,0.01,0.18
46.006725232,0.01,0.18
46.019327825,0.01,0.18
46.026815121,0.01,0.18
46.035000817,0.01,0.18
46.042964213,0.01,0.18
46.052980307,0.01,0.18
46.061506903,0.01,0.18
46.071270098,0.01,0.18
46.076862595,0.01,0.18
46.088128788,0.01,0.18
46.094746485,0.01,0.18
46.106806978,0.01,0.18
46.114591074,0.01,0.18
46.12252567,0.01,0.18
46.129168966,0.01,0.18
46.14006016,0.01,0.18
46.145003258,0.01,0.18
46.156970351,0.01,0.18
46.163871648,0.01,0.18
46.176062441,0.01,0.18
46.182549638,0.01,0.18
46.194515731,0.01,0.18
46.202014927,0.01,0.18
46.21507372,0.01,0.18
46.220141417,0.01,0.18
46.230164712,0.01,0.18
46.238973007,0.01,0.18
46.248642202,0.01,0.18
46.256294898,0.01,0.18
46.265981793,0.01,0.18
46.272801489,0.01,0.18
46.284318283,0.01,0.18
46.292609878,0.01,0.18
46.301875473,0.01,0.18
46.30817547,0.01,0.18
46.316918265,0.01,0.18
46.327806259,0.01,0.18
46.334814056,0.01,0.18
46.339368553,0.01,0.18
46.350511947,0.01,0.18
46.356408644,0.01,0.18
46.368285438,0.01,0.18
46.376823933,0.01,0.18
46.381437531,0.01,0.18
46.390625526,0.01,0.18
46.397289422,0.01,0.18
46.403449519,0.01,0.18
46.413798913,0.01,0.18
46.421114709,0.01,0.18
46.432575903,0.01,0.18
46.439884199,0.01,0.18
46.448976894,0.01,0.18
46.45752379,0.01,0.18
46.467937384,0.01,0.18
46.479355278,0.01,0.18
46.487494273,0.01,0.18
46.496380268,0.01,0.18
