relative_path,wsl_source_sha256,windows_copy_sha256,match
"shared_exit_n3_n3_exit_comm_off_trial04_attempt03_diag_logs/state_epuck3.log",4ff7628a44465b9a391b16345f919268cfde9440be91882173fe2068e9e04295,4ff7628a44465b9a391b16345f919268cfde9440be91882173fe2068e9e04295,true
"shared_exit_n3_n3_exit_comm_off_trial04_attempt03_diag_logs/task_completion_monitor.log",829a6e86612c9ae9a65173afd4760ad7dfe0d7af9c08f0327b0a8ad55ea5c73e,829a6e86612c9ae9a65173afd4760ad7dfe0d7af9c08f0327b0a8ad55ea5c73e,true
"shared_exit_n3_n3_exit_comm_off_trial04_attempt03_diag_logs/trial_verdict.json",39bc9b08bee38da28be9655a3c3550f46507ce2fb35f46a9d0592cae6ee5b5c7,39bc9b08bee38da28be9655a3c3550f46507ce2fb35f46a9d0592cae6ee5b5c7,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01/metadata.yaml",501bcaa2d4861912804f5d3b07edf6567158050b7f6d116cbd558c480a023eb0,501bcaa2d4861912804f5d3b07edf6567158050b7f6d116cbd558c480a023eb0,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01/shared_exit_n3_n3_exit_comm_off_trial05_attempt01_0.db3",f4a0b303f771f3169d752271d7bda13699e6cc6e588127afb05a2c37cb0e68c5,f4a0b303f771f3169d752271d7bda13699e6cc6e588127afb05a2c37cb0e68c5,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/bag_record.log",796a0d8c3fcaee6dc32d7fec01246b319e65437819e8e920f35017cdca7e1327,796a0d8c3fcaee6dc32d7fec01246b319e65437819e8e920f35017cdca7e1327,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/controller.log",e1b9a9d474a90127d66e1e06125665c73be52cb9370ae3abecba731fde63c55e,e1b9a9d474a90127d66e1e06125665c73be52cb9370ae3abecba731fde63c55e,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/execution.log",abfd60fc3541818c7f4af3c524f81db81bb0704eaeb14e07f539a9f8435dc07c,abfd60fc3541818c7f4af3c524f81db81bb0704eaeb14e07f539a9f8435dc07c,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/frozen_params_canonical_copy.json",5058e93409e50d922672fb3351f7c467a71f89821f698ce106da4449fadabb80,5058e93409e50d922672fb3351f7c467a71f89821f698ce106da4449fadabb80,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/goal_navigator_epuck1.log",0f4d29df486194b51602d22d76834ec017ff9c2bd62272b4a45d8b8b5198b0cd,0f4d29df486194b51602d22d76834ec017ff9c2bd62272b4a45d8b8b5198b0cd,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/goal_navigator_epuck2.log",0701aa44483d75994e560d1843e1953f2a7193d2d08a10ecb82e01efa46e86bc,0701aa44483d75994e560d1843e1953f2a7193d2d08a10ecb82e01efa46e86bc,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/goal_navigator_epuck3.log",1bbebd5a4f6bb3fa7c76d7c0446175a178e6b4d2391410caa5133f14a645ae40,1bbebd5a4f6bb3fa7c76d7c0446175a178e6b4d2391410caa5133f14a645ae40,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/monitor_verdict.json",d0f77fed1808a7db2c5ace68b82b42be1d5a20a36d2edb4d0b187667cca43462,d0f77fed1808a7db2c5ace68b82b42be1d5a20a36d2edb4d0b187667cca43462,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/simulation.log",aade2c6cc8afdc8e903e9ad5ad67eb2462c586ad3696ac6d93d08f491a65baeb,aade2c6cc8afdc8e903e9ad5ad67eb2462c586ad3696ac6d93d08f491a65baeb,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/state_epuck1.log",b3f97687e6307ba65582c91a1112a33813813e9980397787418849508ab75c57,b3f97687e6307ba65582c91a1112a33813813e9980397787418849508ab75c57,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/state_epuck2.log",b7dfe811626015892cf50d46ee2d167dbeee09d370c1e72620bb43fdf821270b,b7dfe811626015892cf50d46ee2d167dbeee09d370c1e72620bb43fdf821270b,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/state_epuck3.log",622c5530fc4e37e565e4519cb7334065486e96dcfa498cacabf28cb9f632a280,622c5530fc4e37e565e4519cb7334065486e96dcfa498cacabf28cb9f632a280,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/task_completion_monitor.log",dd3764f40ffd52db445800ea5bf2da7b329cf757c5d96760c93f641f5b64990f,dd3764f40ffd52db445800ea5bf2da7b329cf757c5d96760c93f641f5b64990f,true
"shared_exit_n3_n3_exit_comm_off_trial05_attempt01_diag_logs/trial_verdict.json",a63bfec47d7b9089beadbde0b44c72d915a0580b6120ad82fd31f2c6b423ee70,a63bfec47d7b9089beadbde0b44c72d915a0580b6120ad82fd31f2c6b423ee70,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02/metadata.yaml",609d5623d2b568ecb376692265c96ba88e952cc1787ad1b062d490723b22559a,609d5623d2b568ecb376692265c96ba88e952cc1787ad1b062d490723b22559a,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02/shared_exit_n3_n3_exit_comm_on_trial01_attempt02_0.db3",451bd24dc26013610a3a819b3275cd2c4ea5c97627a097d4f13761c3834e7394,451bd24dc26013610a3a819b3275cd2c4ea5c97627a097d4f13761c3834e7394,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/bag_record.log",5dcd60b820a62026ee4500eaf6d7bc4f26f7b825356f9a60ae2dfeaaef0bdda9,5dcd60b820a62026ee4500eaf6d7bc4f26f7b825356f9a60ae2dfeaaef0bdda9,true
