unix_time_s,cpu_percent,mem_used_mb,mem_available_mb,net_rx_bytes_delta,net_tx_bytes_delta,wifi_link_quality,wifi_signal_dbm
1784386796.789,14.50,218.25,146.28,3210,40954,70.0,-35.0
1784386797.794,14.50,218.31,146.22,2951,37136,70.0,-37.0
1784386798.802,13.68,218.20,146.34,3256,39757,70.0,-36.0
1784386799.809,15.12,218.20,146.34,2960,37296,70.0,-36.0
1784386800.815,13.40,218.20,146.34,2949,36855,70.0,-36.0
1784386801.823,15.78,218.20,146.34,3207,40006,70.0,-37.0
1784386802.829,16.17,218.20,146.34,2908,37413,70.0,-37.0
1784386803.835,14.85,218.25,146.28,3197,40608,70.0,-37.0
1784386804.842,15.33,218.25,146.28,3003,35999,70.0,-36.0
1784386805.852,16.06,218.25,146.28,2950,37130,70.0,-36.0
1784386806.861,14.93,218.31,146.22,3167,40281,70.0,-36.0
1784386807.867,15.61,218.30,146.23,2951,36189,70.0,-35.0
1784386808.873,14.22,218.36,146.18,3210,39908,70.0,-37.0
1784386809.879,14.50,218.36,146.18,2912,37046,70.0,-37.0
1784386810.884,12.78,218.36,146.18,2952,37288,70.0,-36.0
1784386811.890,15.72,218.30,146.23,3207,40822,70.0,-36.0
1784386812.896,13.47,218.36,146.18,2950,36643,70.0,-36.0
1784386813.902,15.20,218.35,146.18,3113,40145,70.0,-36.0
1784386814.909,13.93,218.29,146.24,3043,37474,70.0,-36.0
1784386815.914,14.14,218.38,146.15,2912,36006,70.0,-37.0
1784386816.920,15.27,218.27,146.27,3166,40221,70.0,-37.0
1784386817.926,14.21,218.32,146.21,2951,37824,70.0,-36.0
1784386818.932,13.68,218.32,146.21,3250,37923,70.0,-36.0
1784386819.938,15.61,218.32,146.21,3039,39558,70.0,-35.0
1784386820.946,14.74,218.37,146.16,2949,37750,70.0,-36.0
1784386821.952,14.29,218.43,146.10,3165,40595,70.0,-37.0
1784386822.959,14.67,218.31,146.22,2950,36600,70.0,-36.0
1784386823.964,13.22,218.31,146.22,2872,36854,70.0,-36.0
1784386824.971,14.99,218.31,146.22,3208,40719,70.0,-36.0
1784386825.976,13.22,218.25,146.28,3040,36718,70.0,-35.0
1784386826.983,13.83,218.20,146.34,3168,39989,70.0,-37.0
1784386827.991,16.22,218.20,146.34,2913,36475,70.0,-36.0
1784386828.996,14.91,218.24,146.29,3207,42480,70.0,-35.0
1784386830.002,14.00,218.24,146.29,2951,36782,70.0,-36.0
1784386831.008,15.97,218.24,146.29,2913,35992,70.0,-36.0
1784386832.014,13.68,218.24,146.29,3261,40556,70.0,-36.0
1784386833.019,13.93,218.24,146.29,3002,36874,70.0,-35.0
1784386834.025,14.74,218.30,146.23,3153,36277,70.0,-36.0
1784386835.032,15.02,218.24,146.29,2963,39556,70.0,-36.0
1784386836.037,16.43,218.24,146.29,2953,37115,70.0,-35.0
1784386837.043,13.50,218.18,146.35,3208,40677,70.0,-37.0
1784386838.049,12.94,218.18,146.35,2910,36863,70.0,-35.0
1784386839.055,14.60,218.30,146.23,3155,42220,70.0,-37.0
1784386840.061,14.95,218.30,146.23,3001,36303,70.0,-36.0
1784386841.071,13.40,218.30,146.23,2962,36723,70.0,-36.0
1784386842.078,14.60,218.29,146.25,3167,40869,70.0,-37.0
1784386843.084,14.85,218.29,146.25,2950,36698,70.0,-37.0
1784386844.089,14.60,218.29,146.25,3155,36333,70.0,-36.0
1784386845.096,14.50,218.27,146.26,3056,39895,70.0,-35.0
1784386846.103,14.54,218.27,146.26,2949,36709,70.0,-37.0
1784386847.108,15.06,218.33,146.20,2906,36605,70.0,-36.0
1784386848.114,15.16,218.39,146.14,3208,40297,70.0,-38.0
1784386849.121,14.74,218.27,146.26,2964,37452,70.0,-36.0
1784386850.128,13.86,218.27,146.26,2951,36659,70.0,-35.0
1784386851.135,13.93,218.31,146.22,3209,40855,70.0,-36.0
1784386852.142,16.05,218.37,146.16,2950,36611,70.0,-36.0
1784386853.149,13.47,218.31,146.22,3200,39780,70.0,-36.0
1784386854.156,14.57,218.43,146.10,2951,37336,70.0,-37.0
1784386855.162,13.25,218.37,146.16,3155,40161,70.0,-36.0
1784386856.168,14.95,218.31,146.22,3005,36578,70.0,-36.0
1784386857.175,16.02,218.31,146.22,2912,37228,70.0,-36.0
1784386858.180,14.07,218.37,146.16,3208,40320,70.0,-38.0
1784386859.186,15.56,218.37,146.16,2911,36011,70.0,-35.0
1784386860.193,13.93,218.43,146.10,3154,42082,70.0,-36.0
1784386861.199,13.43,218.43,146.10,3003,36336,70.0,-37.0
1784386862.205,15.48,218.49,146.04,2907,36606,70.0,-35.0
1784386863.210,14.67,218.52,146.01,3259,40651,70.0,-37.0
1784386864.217,15.02,218.58,145.95,2911,36526,70.0,-37.0
1784386865.223,14.29,218.58,145.95,2952,36314,70.0,-35.0
1784386866.228,14.78,218.64,145.89,3208,42814,70.0,-36.0
1784386867.234,14.11,218.64,145.89,2912,36088,70.0,-37.0
1784386868.240,15.97,218.64,145.89,2950,36198,70.0,-36.0
1784386869.247,16.10,218.66,145.87,3210,40576,70.0,-36.0
1784386870.253,15.35,218.68,145.85,2952,35928,70.0,-36.0
1784386871.259,15.09,218.74,145.79,3166,40676,70.0,-35.0
1784386872.265,14.53,218.62,145.91,2950,36944,70.0,-37.0
1784386873.271,12.75,218.68,145.85,3154,36503,70.0,-37.0
1784386874.277,15.16,218.68,145.85,2964,39942,70.0,-35.0
1784386875.284,13.65,218.62,145.91,2951,37851,70.0,-36.0
1784386876.290,12.72,218.62,145.91,3156,40118,70.0,-36.0
1784386877.295,14.21,218.62,145.91,3033,38092,70.0,-36.0
1784386878.302,15.06,218.77,145.76,3167,41795,70.0,-36.0
1784386879.308,13.86,218.77,145.76,2950,36407,70.0,-36.0
1784386880.315,16.63,218.77,145.76,2950,36152,70.0,-36.0
1784386881.321,14.46,218.77,145.76,3206,40942,70.0,-37.0
1784386882.327,14.71,218.82,145.71,2950,36254,70.0,-36.0
1784386883.333,13.97,218.88,145.66,3168,40967,70.0,-35.0
1784386884.338,15.31,218.88,145.66,2953,37207,70.0,-36.0
1784386885.344,13.50,218.88,145.66,3166,40269,70.0,-38.0
1784386886.351,14.36,218.88,145.66,2951,36212,70.0,-36.0
1784386887.358,14.60,218.93,145.60,2983,38022,70.0,-36.0
1784386888.364,13.03,218.87,145.66,3206,40007,70.0,-36.0
1784386889.372,17.20,218.92,145.61,2870,36190,70.0,-35.0
1784386890.378,14.21,218.91,145.62,3205,40924,70.0,-37.0
1784386891.384,14.36,218.91,145.62,2952,36203,70.0,-36.0
1784386892.390,13.00,218.91,145.62,2953,36176,70.0,-36.0
1784386893.397,16.95,218.91,145.62,3209,40949,70.0,-37.0
1784386894.404,14.85,218.89,145.64,2953,36857,70.0,-36.0
1784386895.409,12.56,218.89,145.64,2952,37207,70.0,-35.0
1784386896.415,14.21,218.89,145.64,3168,40815,70.0,-36.0
1784386897.421,17.27,218.89,145.64,2912,36584,70.0,-36.0
1784386898.427,15.65,218.84,145.70,3248,40895,70.0,-37.0
1784386899.434,13.61,218.89,145.64,2972,37305,70.0,-36.0
1784386900.442,14.11,218.89,145.64,2910,36586,70.0,-37.0
1784386901.447,13.65,218.89,145.64,3209,40232,70.0,-36.0
1784386902.454,14.32,218.95,145.59,2964,37322,70.0,-35.0
1784386903.460,15.82,218.95,145.59,3209,40403,70.0,-35.0
1784386904.466,15.57,218.87,145.66,2913,36128,70.0,-38.0
1784386905.472,14.32,218.81,145.72,2951,37594,70.0,-36.0
1784386906.478,15.12,218.87,145.66,3207,40114,70.0,-35.0
1784386907.484,15.31,218.86,145.67,2910,36457,70.0,-36.0
1784386908.489,14.21,218.80,145.73,3206,40667,70.0,-37.0
1784386909.496,14.85,218.80,145.73,2989,37341,70.0,-35.0
1784386910.502,13.50,218.91,145.62,2911,37832,70.0,-37.0
1784386911.508,15.88,218.97,145.56,3218,40415,70.0,-36.0
1784386912.514,13.90,218.98,145.55,2953,37044,70.0,-35.0
1784386913.521,13.22,218.98,145.55,3208,41126,70.0,-37.0
1784386914.528,15.53,218.98,145.55,2909,36776,70.0,-36.0
1784386915.534,14.32,218.92,145.61,2949,36204,70.0,-36.0
1784386916.541,14.93,218.97,145.56,3208,40959,70.0,-35.0
1784386917.546,15.44,218.97,145.56,2953,37662,70.0,-36.0
1784386918.553,14.43,218.97,145.56,3117,40302,70.0,-37.0
1784386919.559,14.53,219.09,145.44,3083,38876,70.0,-36.0
1784386920.566,14.29,219.15,145.38,3195,38627,70.0,-36.0
1784386921.572,15.14,219.21,145.32,3048,41049,70.0,-36.0
1784386922.578,13.79,219.21,145.32,2912,36913,70.0,-36.0
1784386923.582,14.32,219.27,145.27,3208,40222,70.0,-36.0
1784386924.588,15.48,219.32,145.21,2951,36193,70.0,-36.0
1784386925.594,15.40,219.32,145.21,2911,36781,70.0,-35.0
1784386926.601,15.82,219.26,145.27,3209,40755,70.0,-29.0
1784386927.608,15.53,219.26,145.27,2951,36601,70.0,-28.0
1784386928.614,13.40,219.26,145.27,3153,40124,70.0,-28.0
1784386929.622,14.57,219.26,145.27,2960,37155,70.0,-28.0
1784386930.627,15.27,219.26,145.27,2949,36430,70.0,-28.0
1784386931.633,13.50,219.32,145.21,3208,40473,70.0,-29.0
1784386932.639,13.25,219.26,145.27,2949,37108,70.0,-28.0
1784386933.644,14.50,219.25,145.28,2909,36221,70.0,-28.0
1784386934.649,14.21,219.31,145.22,3209,40943,70.0,-28.0
1784386935.655,13.00,219.25,145.29,2950,36930,70.0,-29.0
1784386936.662,14.74,219.25,145.29,3168,40159,70.0,-28.0
1784386937.668,15.23,219.25,145.29,2951,36707,70.0,-29.0
1784386938.674,13.93,219.36,145.17,3208,40728,70.0,-29.0
1784386939.681,13.97,219.34,145.19,3017,37468,70.0,-29.0
1784386940.688,16.79,219.34,145.19,2911,37964,70.0,-28.0
1784386941.693,13.57,219.45,145.09,3206,41182,70.0,-28.0
1784386942.700,12.72,219.37,145.16,2948,37088,70.0,-28.0
1784386943.707,13.90,219.39,145.14,3220,40789,70.0,-29.0
1784386944.714,14.32,219.33,145.20,2952,36697,70.0,-29.0
1784386945.721,14.36,219.33,145.20,3171,36693,70.0,-28.0
1784386946.726,14.11,219.43,145.10,3416,41081,70.0,-28.0
1784386947.733,14.32,219.43,145.10,2962,38310,70.0,-28.0
1784386948.739,14.32,219.43,145.10,3205,40194,70.0,-28.0
1784386949.745,15.02,219.49,145.04,2951,38519,70.0,-29.0
1784386950.751,14.18,219.49,145.04,2951,38632,70.0,-28.0
1784386951.758,16.06,219.48,145.05,3248,40851,70.0,-29.0
1784386952.764,15.02,219.48,145.05,2949,38030,70.0,-28.0
1784386953.771,14.36,219.48,145.05,3170,40874,70.0,-28.0
1784386954.777,15.57,219.48,145.05,2948,36616,70.0,-28.0
1784386955.783,15.48,219.48,145.05,3030,37836,70.0,-28.0
1784386956.789,15.33,219.48,145.05,3166,41133,70.0,-28.0
1784386957.795,14.25,219.48,145.05,2911,36764,70.0,-28.0
1784386958.800,14.50,219.48,145.05,3247,41216,70.0,-28.0
1784386959.806,14.64,219.53,145.00,2962,37427,70.0,-28.0
1784386960.812,14.74,219.52,145.01,3155,36404,70.0,-28.0
1784386961.818,13.00,219.52,145.01,2959,40084,70.0,-29.0
1784386962.824,14.18,219.46,145.07,2950,36739,70.0,-29.0
1784386963.831,13.65,219.46,145.07,3208,40128,70.0,-28.0
1784386964.838,14.32,219.46,145.07,2948,38585,70.0,-28.0
1784386965.844,14.36,219.51,145.02,3208,41331,70.0,-29.0
1784386966.849,14.67,219.57,144.96,2950,40575,70.0,-28.0
1784386967.855,14.36,219.57,144.96,3208,41047,70.0,-28.0
1784386968.861,16.50,219.57,144.96,2952,36583,70.0,-28.0
1784386969.868,13.25,219.57,144.96,2912,36105,70.0,-29.0
1784386970.873,14.53,219.57,144.96,3209,40686,70.0,-28.0
1784386971.880,14.71,219.56,144.97,2949,36594,70.0,-28.0
1784386972.887,16.87,219.60,144.93,3165,40294,70.0,-28.0
1784386973.894,14.53,219.61,144.92,2951,37943,70.0,-29.0
1784386974.901,14.71,219.61,144.92,3207,40884,70.0,-29.0
1784386975.907,13.61,219.61,144.92,2909,35847,70.0,-28.0
