"relative_path","file_type","size_bytes","sha256"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial01_attempt01/shared_exit_n2_n2_exit_comm_off_trial01_attempt01_0.db3","rosbag2_sqlite3","524288","e59bd2830ff7f0fa5f893fb336997d8e10b6a77eefbb9dbe3e12e37da15d6660"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial02_attempt01/metadata.yaml","rosbag2_metadata","3552","0e2db3e1fca425c57f1645a4f52519d5f931e2c1d6b9cd52fe0518cdcc5dde60"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial02_attempt01/shared_exit_n2_n2_exit_comm_off_trial02_attempt01_0.db3","rosbag2_sqlite3","528384","fcf33d66874b09ce9e1dfa57aba40bf505ad7842722c73d66603ed076d9551ed"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial03_attempt01/metadata.yaml","rosbag2_metadata","3552","8a0c54c05fb3af2b3428eea32dbf1c8f33c448360a2df67c0114f0b1f441751d"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial03_attempt01/shared_exit_n2_n2_exit_comm_off_trial03_attempt01_0.db3","rosbag2_sqlite3","516096","9157730096d2cd62e60ec8727a336629958dea1f022726ce183b68439dd8aad5"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial04_attempt01/metadata.yaml","rosbag2_metadata","3552","e129e919f957530fc93b013cfec584285f90792ad31bdf0b86beeb9a000941c7"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial04_attempt01/shared_exit_n2_n2_exit_comm_off_trial04_attempt01_0.db3","rosbag2_sqlite3","524288","0cce92e5e5e3854b1ef35197567fb4073052624a46318978bf8e7c69d888e5c2"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial05_attempt01/metadata.yaml","rosbag2_metadata","3552","bfc080da7ca2ddece847d3f739601cc2d2cbe00eef927ac064df2bfd1c17055d"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_off_trial05_attempt01/shared_exit_n2_n2_exit_comm_off_trial05_attempt01_0.db3","rosbag2_sqlite3","512000","a904f0e518fabd13305061889197323bfb9cfb8c7d17e357a080e39463da31d7"
"experiments/10_cooperative_exit_navigation_20260720/bags/shared_exit_formal_20260721/shared_exit_n2_n2_exit_comm_on_trial01_attempt01/metadata.yaml","rosbag2_metadata","6021","617fd767b1689ebff162b99eb8c4052809a8624fdc15e41df6808eee8cb041fb"
