unix_time_s,cpu_percent,mem_used_mb,mem_available_mb,net_rx_bytes_delta,net_tx_bytes_delta,wifi_link_quality,wifi_signal_dbm
1784385781.385,13.75,209.63,154.90,2953,39168,70.0,-37.0
1784385782.391,15.31,209.69,154.84,3156,39196,70.0,-35.0
1784385783.400,12.56,209.69,154.84,2964,40726,70.0,-36.0
1784385784.406,13.47,209.95,154.59,2911,36392,70.0,-37.0
1784385785.412,14.75,209.91,154.62,3258,39548,70.0,-37.0
1784385786.418,14.46,209.85,154.68,2991,37500,70.0,-36.0
1784385787.424,13.90,209.97,154.56,2906,37677,70.0,-36.0
1784385788.431,14.53,209.91,154.62,3208,40117,70.0,-36.0
1784385789.436,13.72,209.91,154.62,2951,37498,70.0,-36.0
1784385790.442,13.15,209.97,154.56,3205,40085,70.0,-37.0
1784385791.450,15.67,209.96,154.57,2950,36829,70.0,-35.0
1784385792.456,13.22,210.02,154.51,2912,36953,70.0,-36.0
1784385793.463,13.68,210.02,154.51,3209,39744,70.0,-36.0
1784385794.470,12.94,210.14,154.39,2952,36207,70.0,-36.0
1784385795.477,13.75,210.13,154.40,3169,40383,70.0,-36.0
1784385796.483,13.86,210.19,154.34,2953,36197,70.0,-36.0
1784385797.490,14.50,210.25,154.28,2952,36689,70.0,-37.0
1784385798.497,12.31,210.37,154.16,3205,39904,70.0,-36.0
1784385799.505,14.60,210.31,154.22,2913,37226,70.0,-37.0
1784385800.512,14.57,210.34,154.19,3155,41027,70.0,-36.0
1784385801.518,14.07,210.29,154.25,3078,40199,70.0,-36.0
1784385802.524,14.18,210.29,154.25,2909,36493,70.0,-37.0
1784385803.530,14.11,210.29,154.25,3208,40552,70.0,-37.0
1784385804.536,13.65,210.23,154.30,2950,37038,70.0,-37.0
1784385805.543,12.34,210.22,154.31,3205,39738,70.0,-36.0
1784385806.549,14.39,210.22,154.31,2946,36455,70.0,-36.0
1784385807.555,12.12,210.22,154.31,2952,37049,70.0,-37.0
1784385808.561,14.78,210.22,154.31,3289,42781,70.0,-37.0
1784385809.567,15.63,210.22,154.31,2911,38804,70.0,-36.0
1784385810.573,14.64,210.16,154.37,3168,41138,70.0,-36.0
1784385811.580,14.57,210.15,154.38,2953,36106,70.0,-37.0
1784385812.586,14.32,210.20,154.33,3208,40811,70.0,-36.0
1784385813.592,14.14,210.20,154.33,2871,37555,70.0,-36.0
1784385814.598,14.04,210.20,154.33,2910,36247,70.0,-37.0
1784385815.604,13.72,210.20,154.33,3201,40503,70.0,-37.0
1784385816.610,13.61,210.13,154.40,2953,38028,70.0,-35.0
1784385817.617,12.81,210.13,154.40,3126,39553,70.0,-36.0
1784385818.624,13.90,210.13,154.40,2951,37249,70.0,-36.0
1784385819.630,12.78,210.13,154.40,2953,36478,70.0,-36.0
1784385820.637,14.39,210.13,154.40,2913,36758,70.0,-36.0
1784385821.646,13.53,210.19,154.34,3209,40295,70.0,-35.0
1784385822.652,14.11,210.24,154.29,2953,36940,70.0,-36.0
1784385823.658,15.02,210.24,154.29,3207,39539,70.0,-37.0
1784385824.664,13.28,210.24,154.29,2963,36860,70.0,-36.0
1784385825.671,14.14,210.18,154.35,3208,40852,70.0,-35.0
1784385826.678,13.22,210.15,154.38,2950,36377,70.0,-36.0
1784385827.684,14.07,210.21,154.32,3157,40204,70.0,-37.0
1784385828.691,15.23,210.15,154.38,2975,37339,70.0,-37.0
1784385829.697,14.85,210.15,154.38,3003,36719,70.0,-36.0
1784385830.703,13.10,210.21,154.32,3208,40304,70.0,-36.0
1784385831.709,13.18,210.27,154.27,2911,36886,70.0,-36.0
1784385832.716,14.60,210.15,154.38,3247,40264,70.0,-37.0
1784385833.723,13.93,210.27,154.27,2947,37299,70.0,-36.0
1784385834.730,13.68,210.21,154.32,3209,40648,70.0,-36.0
1784385835.737,13.22,210.21,154.32,2951,36121,70.0,-36.0
1784385836.743,13.65,210.27,154.27,2909,36381,70.0,-38.0
1784385837.750,14.21,210.21,154.32,3301,41934,70.0,-36.0
1784385838.756,11.81,210.21,154.32,2951,35909,70.0,-37.0
1784385839.762,14.46,210.20,154.34,3166,40495,70.0,-36.0
1784385840.770,16.54,210.31,154.22,2988,36694,70.0,-36.0
1784385841.776,14.46,210.25,154.28,3203,40028,70.0,-36.0
1784385842.786,13.37,210.25,154.28,2947,36673,70.0,-37.0
1784385843.793,13.68,210.25,154.28,3208,40696,70.0,-38.0
1784385844.799,14.32,210.25,154.28,3051,38090,70.0,-36.0
1784385845.805,13.43,210.25,154.28,2909,37070,70.0,-36.0
1784385846.812,13.97,210.37,154.16,3210,39817,70.0,-36.0
1784385847.818,14.46,210.37,154.16,2907,36752,70.0,-36.0
1784385848.823,12.97,210.37,154.16,3208,41771,70.0,-36.0
1784385849.830,13.47,210.37,154.16,2951,37383,70.0,-37.0
1784385850.836,13.47,210.37,154.16,3219,39966,70.0,-36.0
1784385851.842,14.53,210.31,154.22,2951,38670,70.0,-36.0
1784385852.848,13.22,210.34,154.19,2949,36891,70.0,-36.0
1784385853.854,13.86,210.34,154.19,3204,39754,70.0,-35.0
1784385854.861,13.53,210.36,154.17,2912,36886,70.0,-35.0
1784385855.867,16.14,210.42,154.11,3208,40981,70.0,-36.0
1784385856.873,14.46,210.42,154.11,2950,36013,70.0,-37.0
1784385857.879,13.25,210.48,154.05,3167,40401,70.0,-35.0
1784385858.885,14.25,210.36,154.17,2951,37059,70.0,-36.0
1784385859.892,12.53,210.36,154.17,2952,36215,70.0,-36.0
1784385860.899,12.53,210.42,154.11,3208,40545,70.0,-36.0
1784385861.906,13.90,210.71,153.82,2909,37058,70.0,-36.0
1784385862.912,13.75,210.64,153.89,3249,41467,70.0,-37.0
1784385863.920,13.43,210.65,153.88,2952,38425,70.0,-36.0
1784385864.926,13.83,210.59,153.94,3219,40746,70.0,-35.0
1784385865.933,13.90,210.65,153.88,2949,36376,70.0,-36.0
1784385866.940,13.68,210.53,154.00,3208,37239,70.0,-37.0
1784385867.946,14.29,210.58,153.95,2963,40126,70.0,-37.0
1784385868.953,14.39,210.58,153.95,2910,36877,70.0,-36.0
1784385869.958,13.03,210.58,153.95,3207,40320,70.0,-36.0
1784385870.963,14.14,210.63,153.90,2953,37398,70.0,-36.0
1784385871.969,12.97,210.57,153.96,3156,36470,70.0,-34.0
1784385872.978,14.64,210.57,153.96,2965,40499,70.0,-28.0
1784385873.985,15.20,210.57,153.96,2988,36441,70.0,-29.0
1784385874.991,14.57,210.57,153.96,3209,39824,70.0,-28.0
1784385875.998,13.61,210.57,153.96,3003,36896,70.0,-28.0
1784385877.003,13.07,210.63,153.90,3170,40526,70.0,-28.0
1784385878.010,13.25,210.63,153.90,2951,36501,70.0,-28.0
1784385879.016,14.32,210.63,153.90,3210,40769,70.0,-28.0
1784385880.022,12.81,210.69,153.84,2912,37224,70.0,-28.0
1784385881.028,14.11,210.63,153.90,2953,37049,70.0,-28.0
1784385882.035,13.28,210.63,153.90,3204,41627,70.0,-28.0
1784385883.041,15.17,210.63,153.90,2952,36497,70.0,-28.0
1784385884.047,13.93,210.68,153.85,3169,40194,70.0,-29.0
1784385885.054,13.72,210.70,153.84,2950,36744,70.0,-28.0
1784385886.060,13.83,210.75,153.78,3158,38256,70.0,-28.0
1784385887.066,15.23,210.64,153.89,2963,40039,70.0,-29.0
1784385888.072,13.47,210.64,153.89,2951,36758,70.0,-28.0
1784385889.078,14.71,210.69,153.84,3209,40348,70.0,-29.0
1784385890.084,13.22,210.63,153.90,2908,36096,70.0,-29.0
1784385891.091,14.78,210.69,153.84,3156,41832,70.0,-28.0
1784385892.098,14.11,210.69,153.84,3053,36781,70.0,-28.0
1784385893.104,14.99,210.69,153.84,2949,36657,70.0,-28.0
1784385894.110,14.00,210.67,153.86,3208,41209,70.0,-28.0
1784385895.115,13.00,210.73,153.80,2912,36236,70.0,-28.0
1784385896.120,12.85,210.79,153.75,3156,36585,70.0,-28.0
1784385897.126,15.27,210.79,153.75,3044,40704,70.0,-28.0
1784385898.132,14.36,210.79,153.75,2911,36110,70.0,-28.0
1784385899.138,14.14,210.73,153.80,3209,39540,70.0,-28.0
1784385900.144,15.17,210.72,153.81,2963,37171,70.0,-28.0
1784385901.151,12.75,210.77,153.76,3158,36320,70.0,-28.0
1784385902.156,14.18,210.71,153.82,2964,40134,70.0,-28.0
1784385903.162,14.43,210.71,153.82,2951,36974,70.0,-29.0
1784385904.168,12.72,210.77,153.76,3207,39638,70.0,-28.0
1784385905.174,14.25,210.77,153.76,2912,37699,70.0,-28.0
1784385906.179,13.75,210.77,153.76,2952,36967,70.0,-28.0
1784385907.187,13.00,210.77,153.76,3242,40029,70.0,-28.0
1784385908.194,14.07,210.83,153.70,2949,36524,70.0,-28.0
1784385909.200,14.64,210.83,153.70,2949,36946,70.0,-28.0
1784385910.206,15.56,210.93,153.60,3161,39734,70.0,-28.0
1784385911.212,13.22,210.93,153.60,2953,36294,70.0,-28.0
1784385912.218,13.61,210.99,153.54,2963,37587,70.0,-29.0
1784385913.224,14.68,210.93,153.60,3220,40323,70.0,-29.0
1784385914.230,12.97,210.87,153.66,2950,37164,70.0,-29.0
1784385915.237,13.47,210.93,153.60,3207,40377,70.0,-29.0
1784385916.243,14.71,210.93,153.60,2963,36746,70.0,-28.0
1784385917.250,14.32,210.93,153.60,3209,40673,70.0,-28.0
1784385918.256,13.86,210.93,153.60,2950,37647,70.0,-28.0
1784385919.262,14.11,210.93,153.60,3166,39811,70.0,-28.0
1784385920.269,14.32,210.93,153.60,3003,36941,70.0,-28.0
1784385921.275,13.50,210.98,153.55,3155,37324,70.0,-28.0
1784385922.282,13.18,210.98,153.55,3005,41021,70.0,-29.0
1784385923.289,15.23,210.98,153.55,2909,36307,70.0,-29.0
1784385924.295,15.35,210.98,153.55,3208,41545,70.0,-29.0
1784385925.302,12.78,210.97,153.56,2951,36593,70.0,-28.0
1784385926.309,12.81,210.97,153.56,3209,39561,70.0,-28.0
1784385927.315,13.22,210.97,153.56,2908,36956,70.0,-29.0
1784385928.321,15.38,211.03,153.50,3208,39763,70.0,-29.0
1784385929.326,15.40,211.03,153.50,2949,36512,70.0,-29.0
1784385930.332,13.68,211.03,153.50,2952,37327,70.0,-28.0
1784385931.338,14.14,211.03,153.50,3169,40131,70.0,-29.0
1784385932.344,13.97,211.00,153.53,2950,36409,70.0,-28.0
1784385933.350,13.90,210.94,153.59,3209,40673,70.0,-28.0
1784385934.356,14.46,210.94,153.59,2965,36744,70.0,-28.0
1784385935.362,12.97,210.94,153.59,2950,36783,70.0,-28.0
1784385936.369,14.50,210.94,153.59,3209,41320,70.0,-28.0
1784385937.380,14.74,210.94,153.59,2951,35913,70.0,-29.0
1784385938.386,15.38,210.94,153.59,3162,39775,70.0,-28.0
1784385939.391,13.25,211.15,153.38,2950,36921,70.0,-29.0
1784385940.397,13.72,211.15,153.38,3206,39767,70.0,-28.0
1784385941.404,13.61,211.13,153.40,2946,36483,70.0,-28.0
1784385942.409,13.68,211.13,153.40,2951,37197,70.0,-29.0
1784385943.416,14.53,211.19,153.34,3206,40594,70.0,-29.0
1784385944.423,13.61,211.13,153.40,2992,36681,70.0,-29.0
1784385945.430,13.50,211.13,153.40,3168,40662,70.0,-28.0
1784385946.435,13.22,211.19,153.34,2990,36549,70.0,-28.0
1784385947.442,13.68,211.13,153.40,2913,35929,70.0,-28.0
1784385948.448,14.60,211.13,153.40,3167,40767,70.0,-28.0
1784385949.454,14.21,211.13,153.40,2952,35931,70.0,-29.0
1784385950.459,13.50,211.13,153.40,3209,40015,70.0,-28.0
1784385951.465,14.89,211.19,153.34,2950,37867,70.0,-29.0
1784385952.474,15.56,211.19,153.34,2910,36372,70.0,-28.0
1784385953.480,12.78,211.24,153.29,3210,40139,70.0,-28.0
1784385954.485,15.02,211.30,153.23,2947,37476,70.0,-29.0
1784385955.491,12.53,211.36,153.17,2951,36366,70.0,-29.0
1784385956.498,14.11,211.30,153.23,3168,40222,70.0,-28.0
1784385957.505,15.21,211.30,153.23,2950,36882,70.0,-28.0
1784385958.510,14.32,211.30,153.23,3158,40283,70.0,-29.0
1784385959.517,14.32,211.30,153.23,2961,36974,70.0,-28.0
1784385960.522,13.75,211.24,153.29,3289,42313,70.0,-28.0
1784385961.529,14.71,211.23,153.30,2923,39308,70.0,-29.0
1784385962.534,13.25,211.18,153.36,3003,36478,70.0,-29.0
1784385963.540,13.57,211.18,153.35,3165,40465,70.0,-28.0
1784385964.546,13.83,211.18,153.35,2951,36679,70.0,-28.0
1784385965.552,15.35,211.18,153.35,3207,40593,70.0,-28.0
1784385966.558,14.07,211.24,153.29,2951,36470,70.0,-28.0
1784385967.565,13.72,211.23,153.30,3179,41519,70.0,-29.0
1784385968.572,14.11,211.35,153.18,2990,37011,70.0,-28.0
1784385969.582,15.20,211.29,153.24,3152,36841,70.0,-28.0
1784385970.588,12.34,211.29,153.24,3004,39924,70.0,-29.0
1784385971.593,13.47,211.29,153.24,2951,36926,70.0,-28.0
1784385972.598,13.25,211.29,153.24,3114,36845,70.0,-29.0
1784385973.605,12.31,211.29,153.24,3003,39927,70.0,-29.0
1784385974.612,13.86,211.29,153.24,2912,36792,70.0,-28.0
1784385975.619,13.97,211.29,153.24,3336,41952,70.0,-28.0
1784385976.625,13.72,211.35,153.18,2913,37728,70.0,-28.0
1784385977.631,15.20,211.35,153.18,2947,36459,70.0,-29.0
1784385978.637,14.32,211.35,153.18,3167,40773,70.0,-28.0
1784385979.642,13.32,211.41,153.12,2950,36497,70.0,-28.0
1784385980.648,13.03,211.46,153.07,3208,40079,70.0,-28.0
